Rate,Weight,Time,ell,p
0.093,0.045756000000000005,0.0031478230099367733,0.000383387751,7.07493181e-05
0.094,0.046248000000000004,0.0032163932259420326,0.000393753486,7.28484886e-05
0.095,0.046740000000000004,0.003285719819856503,0.00040443907,7.50098463e-05
0.096,0.047232,0.003355798990172924,0.00041485111,7.7118961e-05
0.097,0.047724,0.0034266370044981134,0.000424978487,7.91560781e-05
0.098,0.04821600000000001,0.003498226013676691,0.000431212336,8.03813542e-05
0.099,0.04870800000000001,0.0035705655162022844,0.000446892882,8.36367076e-05
0.1,0.04920000000000001,0.0036436686486405103,0.000463201833,8.70393158e-05
0.101,0.049681,0.0037175228798235816,0.000469502947,8.82695495e-05
0.102,0.050162,0.003792139865716392,0.000481261914,9.06828754e-05
0.103,0.050643,0.003867515213317209,0.000491000868,9.26607984e-05
0.104,0.051123999999999996,0.003943643294371802,0.000506642867,9.59411433e-05
0.105,0.051605,0.004020533706573783,0.000520042674,9.87322651e-05
0.106,0.052086,0.004098190747254016,0.00053664,0.00010223
0.107,0.052566999999999996,0.004176592616932234,0.00054273,0.00010342
0.108,0.053048,0.004255766500532134,0.00055205,0.00010532
0.109,0.053529,0.004335696489414259,0.00056561,0.00010816
0.11,0.05401,0.0044163882558579315,0.00058367,0.00011201
0.111,0.054489,0.004497842211124726,0.00059793,0.00011502
0.112,0.054968,0.004580068908863613,0.00060657,0.00011676
0.113,0.055447,0.0046630432943587955,0.00062251,0.00012017
0.114,0.055926000000000003,0.004746790962686912,0.00063795,0.00012345
0.115,0.056405000000000004,0.004831298186571662,0.00065105,0.00012622
0.116,0.056884000000000004,0.004916577980819223,0.00066355,0.00012886
0.117,0.057363000000000004,0.005002618261824322,0.00067694,0.00013169
0.118,0.057842,0.005089427082052655,0.00069344,0.00013524
0.119,0.058321,0.005177001766725683,0.00070462,0.00013759
0.12,0.0588,0.005265344819229194,0.00072092,0.0001411
0.121,0.059277,0.005354455998734015,0.00074092,0.00014546
0.122,0.059754,0.005444337699960871,0.00075586,0.00014867
0.123,0.060231,0.0055349873161949685,0.00076968,0.00015163
0.124,0.060708000000000005,0.005626406910005463,0.00078501,0.00015495
0.125,0.061185,0.005718600355450296,0.00080091,0.00015839
0.126,0.061662,0.005811565449732792,0.00081384,0.00016115
0.127,0.06213900000000001,0.005905298136228974,0.00083397,0.00016559
0.128,0.062616,0.005999807969380845,0.00085301,0.00016978
0.129,0.06309300000000001,0.0060950876759515256,0.00086551,0.00017245
0.13,0.06357000000000002,0.006191143531939748,0.00088434,0.00017661
0.131,0.064059,0.006287975720252894,0.00089767,0.00017948
0.132,0.06454800000000001,0.0063855858614834515,0.00091482,0.00018325
0.133,0.065037,0.006483969181693231,0.00093007,0.00018659
0.134,0.065526,0.006583129592843299,0.00095239,0.00019159
0.135,0.066015,0.006683067915065964,0.00096704,0.00019479
0.136,0.06650400000000001,0.006783786210683751,0.00098972,0.00019989
0.137,0.06699300000000001,0.006885278743734225,0.00100055,0.0002022
0.138,0.067482,0.00698755292347979,0.00101975,0.00020649
0.139,0.067971,0.00709060907376672,0.00103979,0.00021098
0.14,0.06846000000000001,0.007194440689767165,0.00105505,0.00021435
0.141,0.068934,0.0072990577134287,0.00107435,0.00021867
0.142,0.069408,0.007404457251550847,0.00109564,0.00022347
0.143,0.069882,0.007510642264876899,0.00110921,0.00022643
0.144,0.070356,0.007617605210943646,0.00112904,0.0002309
0.145,0.07083,0.007725354230457335,0.00114875,0.00023534
0.146,0.071304,0.007833886612890886,0.00117096,0.00024039
0.147,0.07177800000000001,0.007943206384418897,0.00119196,0.00024515
0.148,0.07225200000000001,0.008053313784840168,0.00121211,0.00024971
0.149,0.07272600000000001,0.008164205843127891,0.00122981,0.0002537
0.15,0.0732,0.0082758899847835,0.00124598,0.0002573
0.151,0.073688,0.008388357603827697,0.00127135,0.00026316
0.152,0.074176,0.008501617691374678,0.00129439,0.00026845
0.153,0.074664,0.00861566805298742,0.0013117,0.00027236
0.154,0.075152,0.008730508962552987,0.00133366,0.0002774
0.155,0.07564,0.008846139390900624,0.00135811,0.00028307
0.156,0.076128,0.00896256214337656,0.00137659,0.00028728
0.157,0.076616,0.00907977841840129,0.0014016,0.00029309
0.158,0.07710399999999999,0.009197789636400552,0.00142685,0.00029897
0.159,0.077592,0.009316592055832617,0.00144586,0.00030332
0.16,0.07808,0.009436188958421785,0.0014678,0.0003084
0.161,0.078551,0.009556588293187123,0.00147981,0.00031102
0.162,0.079022,0.009677778729207233,0.00150568,0.00031707
0.163,0.079493,0.009799765911671185,0.00153259,0.00032338
0.164,0.079964,0.009922556455602109,0.00155274,0.00032802
0.165,0.08043499999999999,0.010046139332059263,0.0015751,0.00033322
0.166,0.080906,0.010170523912378621,0.00160151,0.00033943
0.167,0.081377,0.01029571023686579,0.00162663,0.00034533
0.168,0.081848,0.010421695983564766,0.00164877,0.00035049
0.169,0.082319,0.010548487823426905,0.00167943,0.00035779
0.17,0.08279,0.010676074702193271,0.00169864,0.00036223
0.171,0.083277,0.010804471943019912,0.00172725,0.00036905
0.172,0.08376399999999999,0.010933667104138189,0.00174445,0.00037299
0.173,0.08425099999999999,0.011063669655960803,0.00176993,0.00037903
0.174,0.084738,0.011194478129381642,0.00179594,0.00038521
0.175,0.085225,0.011326094475014759,0.00182128,0.00039123
0.176,0.08571199999999998,0.01145851606157108,0.00184862,0.00039776
0.177,0.08619899999999998,0.01159174294714644,0.00187057,0.00040293
0.178,0.08668599999999999,0.011725780863836474,0.00189511,0.00040876
0.179,0.08717299999999999,0.011860629693070363,0.0019126,0.0004128
0.18,0.08765999999999999,0.011996284565343672,0.00194265,0.00042005
0.181,0.08812799999999998,0.01213275600497618,0.00197226,0.00042718
0.182,0.088596,0.012270045268427628,0.00200431,0.00043494
0.183,0.08906399999999999,0.012408135943189399,0.00202658,0.00044021
0.184,0.08953199999999999,0.012547046220736994,0.00205253,0.00044642
0.185,0.09,0.012686770267842604,0.00207729,0.00045234
0.186,0.09046799999999999,0.012827311997212891,0.00209847,0.00045733
0.187,0.090936,0.012968665237696752,0.00213485,0.00046625
0.188,0.091404,0.013110835805609754,0.00215993,0.00047226
0.189,0.091872,0.013253825882212404,0.00218799,0.00047905
0.19,0.09234,0.0133976313818234,0.00221572,0.00048576
0.191,0.092806,0.01354226016725638,0.00224846,0.00049378
0.192,0.09327200000000001,0.013687707548758574,0.00227723,0.00050077
0.193,0.093738,0.013833973804501033,0.00229171,0.00050404
0.194,0.094204,0.013981060261852503,0.00233167,0.00051396
0.195,0.09467,0.014128970853876191,0.00234889,0.00051796
0.196,0.095136,0.014277705853048026,0.00237587,0.0005245
0.197,0.095602,0.014427263833640744,0.00241291,0.00053368
0.198,0.096068,0.01457764700432463,0.00243599,0.00053922
0.199,0.096534,0.014728858111935741,0.00247988,0.00055023
0.2,0.097,0.014880890845577328,0.00250555,0.00055645
0.201,0.097485,0.015033758697199107,0.00253661,0.00056413
0.202,0.09797,0.015187452855324296,0.00256071,0.00056997
0.203,0.098455,0.015341978747089294,0.00258487,0.00057582
0.204,0.09894,0.015497333201117524,0.00261888,0.00058429
0.205,0.099425,0.015653518948630478,0.00264823,0.00059154
0.206,0.09991,0.01581053554243025,0.0026809,0.00059967
0.207,0.100395,0.015968385628980977,0.00271039,0.00060696
0.208,0.10088,0.0161270707339633,0.00273963,0.00061419
0.209,0.101365,0.016286586470304724,0.00277175,0.0006222
0.21,0.10185,0.016446941380523238,0.00279843,0.00062876
0.211,0.10231299999999999,0.016608130148342642,0.0028403,0.00063937
0.212,0.10277599999999999,0.016770156505029023,0.00287051,0.00064686
0.213,0.103239,0.01693302225147605,0.00290284,0.00065493
0.214,0.10370199999999999,0.017096727960446565,0.00293371,0.00066261
0.215,0.104165,0.01726127015166735,0.002966,0.00067068
0.216,0.10462799999999998,0.017426655614441032,0.002992,0.00067707
0.217,0.10509099999999999,0.017592884558017264,0.00302901,0.00068641
0.218,0.105554,0.017759949973269913,0.00305664,0.00069325
0.219,0.10601699999999999,0.017927860270051867,0.00309355,0.00070259
0.22,0.10647999999999999,0.01809661710593147,0.00313674,0.00071365
0.221,0.10696399999999999,0.018266220521415084,0.0031574,0.00071863
0.222,0.10744799999999999,0.018436671250219878,0.00319921,0.00072936
0.223,0.107932,0.01860796825108307,0.00323001,0.0007371
0.224,0.108416,0.018780114801526547,0.00327075,0.00074756
0.225,0.1089,0.01895310810000896,0.00329805,0.00075436
0.226,0.109384,0.019126952497097723,0.00333694,0.00076433
0.227,0.109868,0.019301645263602337,0.0033657,0.00077153
0.228,0.110352,0.019477190804280405,0.00340537,0.00078174
0.229,0.110836,0.01965358794190157,0.00343773,0.00078994
0.23,0.11132,0.01983083869191993,0.00347062,0.0007983
0.231,0.11178,0.02000894916590165,0.00350302,0.0008065
0.232,0.11224,0.02018791376196139,0.0035426,0.00081667
0.233,0.11270000000000001,0.02036773297824877,0.00357438,0.00082471
0.234,0.11316000000000001,0.020548411408345974,0.00361215,0.00083441
0.235,0.11362,0.020729946858060476,0.00364599,0.00084303
0.236,0.11407999999999999,0.02091234072739378,0.00368026,0.00085177
0.237,0.11453999999999999,0.021095595060929867,0.00371794,0.00086146
0.238,0.11499999999999999,0.021279711290799537,0.00376155,0.0008728
0.239,0.11546,0.021464689956549453,0.00379377,0.00088099
0.24,0.11592,0.02165052968560207,0.00383305,0.00089116
0.241,0.11640299999999999,0.021837237869499516,0.00386378,0.00089898
0.242,0.11688599999999999,0.02202480983386322,0.00390385,0.0009094
0.243,0.117369,0.02221325057643531,0.00394971,0.00092146
0.244,0.117852,0.022402553589911646,0.0039836,0.00093018
0.245,0.118335,0.02259272581520666,0.00402342,0.00094056
0.246,0.118818,0.022783766321782577,0.00405319,0.00094814
0.247,0.11930099999999999,0.022975678010600645,0.00410042,0.00096062
0.248,0.119784,0.02316845881925364,0.00413367,0.00096918
0.249,0.120267,0.023362110797757633,0.00417028,0.0009787
0.25,0.12075,0.02355663601467711,0.00420773,0.00098845
0.251,0.121207,0.02375204185733643,0.00424676,0.00099862
0.252,0.121664,0.023948322532374788,0.00429274,0.00101076
0.253,0.12212100000000001,0.024145477272094467,0.00432518,0.00101908
0.254,0.122578,0.024343512163764167,0.00437243,0.0010316
0.255,0.123035,0.024542420725169583,0.00440109,0.00103886
0.256,0.123492,0.024742210270162737,0.0044483,0.00105138
0.257,0.123949,0.024942879234788183,0.00448866,0.00106197
0.258,0.12440600000000002,0.025144428438738983,0.00452742,0.00107211
0.259,0.12486300000000002,0.025346860313348134,0.00455675,0.00107958
0.26,0.12532000000000001,0.02555017404784862,0.00460194,0.00109156
0.261,0.12580200000000002,0.025754374322197463,0.00464263,0.00110231
0.262,0.126284,0.025959459284454377,0.00468405,0.00111327
0.263,0.12676600000000002,0.026165430776574,0.00472468,0.00112402
0.264,0.127248,0.026372287274610093,0.00476213,0.00113387
0.265,0.12773,0.026580032149405356,0.00480532,0.00114536
0.266,0.12821200000000002,0.026788666488762262,0.00484362,0.00115546
0.267,0.128694,0.0269981899981627,0.00489127,0.00116826
0.268,0.129176,0.027208605636021784,0.0049262,0.0011774
0.269,0.129658,0.02741991112589786,0.00497289,0.00118994
0.27,0.13014,0.027632111956808994,0.00500856,0.00119931
0.271,0.130594,0.0278452150599003,0.0050558,0.00121197
0.272,0.131048,0.028059214626786427,0.00510143,0.00122417
0.273,0.131502,0.02827411081032362,0.00514454,0.00123566
0.274,0.13195600000000002,0.02848990426260307,0.00518816,0.0012473
0.275,0.13241,0.028706596493603184,0.00522877,0.00125808
0.276,0.13286399999999998,0.028924188206668082,0.00526832,0.00126856
0.277,0.133318,0.029142680619177304,0.00531183,0.00128019
0.278,0.133772,0.029362075169096488,0.00535905,0.00129291
0.279,0.134226,0.02958237284372082,0.00540059,0.00130398
0.28,0.13468000000000002,0.029803574656899746,0.00544616,0.00131623
0.281,0.135132,0.030025681085792493,0.00548876,0.00132763
0.282,0.13558399999999995,0.03024869472947702,0.00552729,0.00133783
0.283,0.13603599999999996,0.030472614937689334,0.00557018,0.00134932
0.284,0.13648799999999997,0.030697443127350364,0.00561939,0.00136266
0.285,0.13693999999999998,0.030923181505809416,0.00566103,0.0013738
0.286,0.137392,0.03114983148271734,0.00571635,0.00138894
0.287,0.13784399999999997,0.03137739140416179,0.00574802,0.00139717
0.288,0.13829599999999997,0.031605865039710766,0.00580135,0.00141175
0.289,0.13874799999999998,0.031835252869076174,0.00583842,0.00142157
0.29,0.1392,0.03206555598035102,0.00589243,0.00143637
0.291,0.13968,0.032296784953203414,0.00592713,0.00144556
0.292,0.14015999999999998,0.03252893121859122,0.0059817,0.0014606
0.293,0.14064,0.0327619957561887,0.00602107,0.00147117
0.294,0.14112,0.032995979065905984,0.00606744,0.00148381
0.295,0.1416,0.033230883792771546,0.00611662,0.00149729
0.296,0.14207999999999998,0.03346670917821617,0.00616063,0.00150925
0.297,0.14256,0.03370345779667135,0.0062054,0.00152144
0.298,0.14304,0.03394113054438295,0.00625883,0.00153621
0.299,0.14351999999999998,0.03417972763994126,0.00629776,0.00154668
0.3,0.144,0.03441925162365524,0.006345,0.00155962
0.301,0.144449,0.03465970660993334,0.00639255,0.00157261
0.302,0.14489799999999997,0.03490109069903283,0.0064406,0.00158574
0.303,0.14534699999999998,0.035143404881956074,0.00648647,0.00159824
0.304,0.14579599999999998,0.03538665037341109,0.00653799,0.00161242
0.305,0.14624499999999999,0.03563082848284834,0.00658628,0.00162565
0.306,0.146694,0.03587593991679585,0.00662875,0.00163715
0.307,0.147143,0.03612198575799185,0.00668136,0.00165169
0.308,0.147592,0.036368967234290644,0.0067272,0.00166421
0.309,0.148041,0.03661688627536599,0.00677684,0.00167787
0.31,0.14849,0.03686574388097954,0.00681978,0.00168953
0.311,0.14896900000000002,0.037115547813541476,0.00687195,0.00170403
0.312,0.149448,0.037366292207753615,0.00691834,0.00171681
0.313,0.149927,0.037617977980823336,0.00696921,0.00173094
0.314,0.150406,0.03787060679900109,0.00701625,0.00174392
0.315,0.150885,0.0381241791723569,0.00706281,0.00175677
0.316,0.151364,0.03837869561871041,0.00711117,0.00177016
0.317,0.151843,0.038634159412465494,0.00715824,0.00178317
0.318,0.152322,0.03889057019946676,0.00721076,0.00179784
0.319,0.152801,0.03914792901092663,0.00726492,0.00181301
0.32,0.15328,0.039406237983145916,0.00730728,0.00182462
0.321,0.153726,0.03966550814328744,0.00736077,0.00183953
0.322,0.154172,0.039925731488751226,0.00740512,0.00185168
0.323,0.154618,0.040186908560262836,0.00745779,0.00186635
0.324,0.155064,0.040449041010003434,0.00750863,0.00188048
0.325,0.15551,0.04071213057103117,0.00756289,0.00189565
0.326,0.155956,0.04097617716935155,0.00761256,0.00190943
0.327,0.156402,0.041241182695693684,0.00765835,0.00192204
0.328,0.15684800000000002,0.04150714869385108,0.00770873,0.00193606
0.329,0.15729400000000002,0.041774076451583125,0.00776114,0.0019507
0.33,0.15774000000000002,0.04204196735126403,0.00781077,0.0019645
0.331,0.15818400000000002,0.04231082228235104,0.00786003,0.00197818
0.332,0.15862800000000002,0.04258064139210562,0.00790855,0.00199165
0.333,0.15907200000000002,0.042851427727177635,0.00796959,0.00200895
0.334,0.15951600000000002,0.04312318183827489,0.00802054,0.00202317
0.335,0.15996000000000002,0.043395904658544524,0.00806443,0.00203524
0.336,0.16040400000000002,0.043669598839890134,0.0081114,0.00204825
0.337,0.16084800000000002,0.04394426394761573,0.00817019,0.0020649
0.338,0.16129200000000002,0.04421990314681566,0.00821343,0.00207678
0.339,0.16173600000000002,0.04449651489597637,0.00827437,0.0020941
0.34,0.16218000000000002,0.044774103871834794,0.00832912,0.00210953
0.341,0.162657,0.04505268536342326,0.00837891,0.00212352
0.342,0.163134,0.045332244898315395,0.00843358,0.00213902
0.343,0.163611,0.04561278282145176,0.0084764,0.00215088
0.344,0.16408799999999998,0.045894301320841366,0.00854034,0.00216926
0.345,0.164565,0.0461768008353256,0.00858618,0.00218206
0.346,0.16504199999999997,0.0464602825952974,0.008644,0.00219856
0.347,0.16551899999999997,0.046744748608741865,0.00868564,0.00221007
0.348,0.16599599999999998,0.04703020003896345,0.00874102,0.00222584
0.349,0.16647299999999998,0.04731663802067378,0.00879068,0.00223984
0.35,0.16695,0.04760406331318334,0.00884871,0.00225644
0.351,0.16739099999999998,0.04789248361377632,0.00889905,0.00227058
0.352,0.16783199999999998,0.04818189537734925,0.008956,0.00228676
0.353,0.16827299999999998,0.04847230007977088,0.00901216,0.00230272
0.354,0.16871399999999998,0.048763698489279236,0.00906641,0.00231808
0.355,0.16915499999999997,0.04905609243683455,0.00910778,0.00232944
0.356,0.16959599999999997,0.049349482454795784,0.00916902,0.00234699
0.357,0.17003699999999997,0.04964387137700625,0.00922439,0.00236273
0.358,0.170478,0.04993926046757014,0.00927142,0.00237586
0.359,0.170919,0.0502356491461797,0.00932765,0.00239187
0.36,0.17135999999999998,0.05053304068370796,0.00937898,0.00240636
0.361,0.171836,0.05083144485258638,0.00943704,0.00242305
0.362,0.172312,0.051130853740188914,0.00948515,0.00243664
0.363,0.172788,0.051431266916368804,0.00954627,0.00245431
0.364,0.173264,0.05173268725580925,0.00960067,0.00246988
0.365,0.17374,0.05203511568871636,0.00965462,0.00248531
0.366,0.17421599999999998,0.052338553577025305,0.00970386,0.00249928
0.367,0.174692,0.05264300244672947,0.00976067,0.00251562
0.368,0.175168,0.052948462781940014,0.00981753,0.00253199
0.369,0.175644,0.053254936601742006,0.00986738,0.00254616
0.37,0.17612,0.05356242553100621,0.00992126,0.00256161
0.371,0.176558,0.05387094871787838,0.00997206,0.00257598
0.372,0.176996,0.05418049074490252,0.01003047,0.00259275
0.373,0.17743399999999998,0.05449105253807068,0.01008549,0.00260846
0.374,0.177872,0.05480263547070545,0.01014109,0.00262436
0.375,0.17831,0.05511524213479146,0.01019995,0.0026413
0.376,0.178748,0.05542887366145367,0.01025018,0.00265552
0.377,0.17918599999999998,0.055743531069954916,0.01031044,0.00267291
0.378,0.17962399999999998,0.05605921634031706,0.01036661,0.00268901
0.379,0.180062,0.05637592994048402,0.01042026,0.00270433
0.38,0.1805,0.05669367477976436,0.01046838,0.00271789
0.381,0.18093599999999999,0.05701245085783559,0.01053107,0.00273607
0.382,0.181372,0.057332260381821515,0.01058454,0.00275133
0.383,0.181808,0.05765310491044698,0.01064461,0.0027687
0.384,0.182244,0.05797498534003605,0.01070038,0.0027847
0.385,0.18268,0.058297903469764635,0.010754,0.00280003
0.386,0.183116,0.05862186084358358,0.01081212,0.00281679
0.387,0.18355200000000002,0.05894685888864695,0.01086036,0.00283041
0.388,0.183988,0.059272899075365135,0.01091481,0.00284602
0.389,0.184424,0.05959998260632625,0.01097723,0.00286417
0.39,0.18486000000000002,0.05992811161227475,0.01103353,0.00288037
0.391,0.18533400000000003,0.06025730001402975,0.01108496,0.00289514
0.392,0.18580800000000003,0.06058753484709209,0.01114515,0.00291272
0.393,0.18628200000000003,0.06091881803994028,0.01120221,0.0029293
0.394,0.18675600000000003,0.06125114995056494,0.01124956,0.00294278
0.395,0.18723,0.061584533908205064,0.01130776,0.00295974
0.396,0.187704,0.0619189681126911,0.0113632,0.00297581
0.397,0.188178,0.06225445707015468,0.0114203,0.00299243
0.398,0.18865200000000001,0.06259100116805269,0.0114724,0.00300745
0.399,0.18912600000000002,0.0629286020361255,0.0115273,0.00302337
0.4,0.18960000000000002,0.0632672604867432,0.01158381,0.00303981
0.401,0.19003300000000004,0.06360699962539021,0.01163821,0.00305545
0.402,0.19046600000000002,0.06394780194171754,0.01169945,0.0030733
0.403,0.190899,0.06428966815079418,0.0117549,0.00308929
0.404,0.19133200000000003,0.0646326013951759,0.01180327,0.003103
0.405,0.19176500000000002,0.06497660145098093,0.01187186,0.00312322
0.406,0.192198,0.0653216713408973,0.01191995,0.00313685
0.407,0.192631,0.0656678115790289,0.01197684,0.00315332
0.408,0.19306399999999999,0.0660150247035861,0.01203714,0.00317089
0.409,0.193497,0.0663633114890437,0.01208939,0.00318587
0.41,0.19393,0.06671267379300591,0.01214694,0.00320257
0.411,0.19436099999999998,0.06706311371594274,0.01219976,0.00321773
0.412,0.194792,0.06741463135929099,0.01225805,0.00323467
0.413,0.19522299999999998,0.06776723001395644,0.01232525,0.00325449
0.414,0.19565399999999997,0.06812090984638418,0.01237344,0.00326817
0.415,0.19608499999999998,0.06847567353051852,0.0124233,0.00328239
0.416,0.19651599999999997,0.0688315215072946,0.01249182,0.00330266
0.417,0.19694699999999998,0.0691884571761277,0.01254182,0.00331693
0.418,0.19737799999999997,0.06954647929900713,0.012598,0.00333321
0.419,0.19780899999999996,0.06990559271274371,0.01265382,0.00334938
0.42,0.19823999999999997,0.07026579654859312,0.01271336,0.00336675
0.421,0.19866899999999998,0.07062709307903604,0.01277096,0.0033835
0.422,0.19909799999999997,0.07098948414424451,0.01282877,0.00340032
0.423,0.19952699999999998,0.07135297176448886,0.01288666,0.00341716
0.424,0.199956,0.07171755660927974,0.01294095,0.00343285
0.425,0.20038499999999998,0.07208324099526048,0.01299112,0.00344719
0.426,0.200814,0.07245002640800678,0.01305002,0.00346438
0.427,0.201243,0.07281791532107475,0.01311057,0.00348211
0.428,0.201672,0.073186907124013,0.01316591,0.00349815
0.429,0.202101,0.07355700577338521,0.01322271,0.00351466
0.43,0.20253000000000002,0.07392821213715985,0.01326768,0.00352732
0.431,0.20300100000000001,0.07430055361394858,0.0133268,0.00354475
