Rate,Weight,Time,ell,p,p^+_x,p^+_y,i,p^-_x,p^-_y,N
0.164,0.07692307692307693,0.008983770393016868,0.00816808706,0.00204648792,0.0007412676709999999,0.00044078415909999994,0.00119337781,0.001009617477,0.0005851384893000001,0.07691865
0.165,0.07692307692307693,0.009091958839903824,0.00832249657,0.00208821222,0.000779729619,0.00045922992279999995,0.00118316001,0.001006120507,0.0005872438843000001,0.0769230241
0.166,0.07692307692307693,0.009200027970168403,0.0083937038,0.00210505013,0.0008327521040000001,0.0004935470648,0.00114089236,0.0009680212280000001,0.0005617761956,0.0769211257
0.167,0.07692307692307693,0.009308185956993655,0.00849263267,0.00212973224,0.0008849097780000001,0.0005219159441000001,0.00111346259,0.000937633466,0.0005461468546,0.0769228447
0.168,0.07692307692307693,0.009416354047800803,0.00862543559,0.00216490566,0.0009260212569999999,0.0005456160982999999,0.00109803032,0.0009262214250000001,0.0005399825642,0.0769221648
0.169,0.07692307692307693,0.00952455954603662,0.00865317796,0.0021676814,0.000953329954,0.0005627325793,0.00106502652,0.000902075167,0.0005246164295,0.076922926
0.17,0.08333333333333333,0.009636206512429614,0.0091443221,0.00230989551,0.0005869076919999998,0.00035278339459999993,0.00163680051,0.001398438775,0.0008236958175,0.0833311354
0.171,0.08333333333333333,0.00975353422467106,0.00930184834,0.00235249975,0.0006412625310000001,0.00038302794670000005,0.00161775587,0.001380384962,0.0008150311569999999,0.0833319892
0.172,0.08333333333333333,0.009870934050093011,0.00941753305,0.00238260602,0.0006979849120000001,0.0004182913414,0.00158237856,0.001349581672,0.000795187319,0.0833322987
0.173,0.08333333333333333,0.009988358901560667,0.00958853077,0.0024293469,0.000744063264,0.0004468699689,0.00156691881,0.0013427752569999999,0.0007902476025,0.0833311427
0.174,0.08333333333333333,0.01010564654175608,0.00970315803,0.002458438,0.000813014576,0.0004852047144,0.00153293578,0.0012999322260000001,0.000767359538,0.0833300941
0.175,0.08333333333333333,0.010223041961298925,0.00979404289,0.00247995907,0.000847239513,0.0005071895742,0.00150850018,0.001284278148,0.0007564407490000001,0.0833294253
0.176,0.08333333333333333,0.010340462823944616,0.0099921056,0.00253613005,0.0009191179229999999,0.0005464080525,0.00148277677,0.001259765247,0.0007454370635,0.0833332544
0.177,0.08333333333333333,0.010457871856435829,0.010131735,0.00257314886,0.000979693884,0.0005891947125,0.00145393528,0.0012312076459999998,0.0007221299189999999,0.0833331693
0.178,0.08333333333333333,0.010575259644456991,0.0102196846,0.00259342259,0.0010178088900000002,0.0006056331076,0.00143044416,0.001211065916,0.0007160176649999999,0.0833332965
0.179,0.08333333333333333,0.01069268884639123,0.01030689,0.00261403,0.00106344,0.000633,0.00139605,0.001183575,0.0006994075,0.08333095
0.18,0.08333333333333333,0.010810097097277867,0.01046831,0.00265807,0.001114735,0.0006664275,0.0013732,0.00116935,0.000688325,0.08333332
0.181,0.08333333333333333,0.010927548349015546,0.01060625,0.00269427,0.001171555,0.0006991675,0.0013509,0.00114397,0.000674335,0.08333326
0.182,0.08333333333333333,0.011045011993570959,0.0107313648,0.00272702968,0.001227950377,0.0007360226615,0.00131785789,0.001115765825,0.0006544628413,0.0833333105
0.183,0.08333333333333333,0.011162519198962363,0.01085041,0.00275723,0.0012667299999999998,0.0007526249999999999,0.00129841,0.001102845,0.0006529625,0.08333333
0.184,0.08333333333333333,0.011279979794746025,0.0110463042,0.00281205131,0.001332820329,0.0007928305925,0.00127739282,0.0010831388350000001,0.0006406478000000001,0.0833332729
0.185,0.09090909090909091,0.011405327245373699,0.0116451495,0.002985235,0.000832316023,0.0005069022715999999,0.00204156333,0.001746956271,0.0010432291525,0.090909031
0.186,0.09090909090909091,0.011533777339401757,0.0117619183,0.00301470051,0.000895918898,0.0005449518604,0.00200007334,0.001709346752,0.0010207298720000002,0.0909076962
0.187,0.09090909090909091,0.011662223922566117,0.01185063,0.00303449,0.000943145,0.0005731225000000001,0.00196308,0.00167995,0.001003285,0.09090631
0.188,0.09090909090909091,0.011790580037421033,0.01209907,0.00310571,0.001018115,0.0006185375,0.00194878,0.0016652799999999999,0.00099456,0.09090679
0.189,0.09090909090909091,0.011918995727464023,0.01227378,0.00315358,0.001092385,0.0006647825,0.00191515,0.0016323750000000001,0.0009734875,0.09090907
0.19,0.09090909090909091,0.012047509915200701,0.01238629,0.00318188,0.0011469400000000002,0.0006996300000000001,0.00187376,0.00160223,0.0009533650000000001,0.09090881
0.191,0.09090909090909091,0.012175951331409075,0.01257733,0.00323418,0.00121573,0.0007342949999999999,0.00185294,0.0015786300000000001,0.0009458250000000001,0.09090867
0.192,0.09090909090909091,0.012304448522075701,0.01265336,0.00325039,0.001276555,0.0007754775,0.0018027,0.00153315,0.000914045,0.09090907
0.193,0.09090909090909091,0.012432910004184086,0.01291462,0.00332556,0.0013403299999999998,0.0008136549999999999,0.00179556,0.00153228,0.00091414,0.09090809
0.194,0.09090909090909091,0.012561398820012771,0.01302294,0.00335199,0.00140501,0.000850835,0.00175239,0.001491395,0.0008911975,0.09090901
0.195,0.09090909090909091,0.012689970855038441,0.01316984,0.00339078,0.00147786,0.0008985,0.00171378,0.00145269,0.000864425,0.09090888
0.196,0.09090909090909091,0.012818479086207878,0.0133379,0.00343634,0.00153666,0.00093227,0.00168468,0.00143263,0.000854075,0.09090898
0.197,0.09090909090909091,0.012947026194649304,0.01350326,0.00348035,0.00158379,0.0009596050000000001,0.00166827,0.0014229949999999998,0.0008493774999999999,0.09090897
0.198,0.09090909090909091,0.013075572655541337,0.01365002,0.00351919,0.0016587350000000002,0.0010047175000000002,0.00162688,0.0013822,0.000825,0.09090843
0.199,0.09090909090909091,0.013204149451833524,0.01381758,0.00356433,0.00172587,0.001046035,0.00159613,0.001354095,0.0008074275000000001,0.09090873
0.2,0.09090909090909091,0.01333272993309387,0.01396597,0.00360325,0.0017786100000000001,0.0010796450000000002,0.00156911,0.001334775,0.0007941575,0.09090909
0.201,0.09090909090909091,0.013461399802277129,0.01404061,0.00361847,0.001835245,0.0011117725,0.00152558,0.0012929,0.00077072,0.09090848
0.202,0.1,0.013596062871049388,0.01495573,0.00388693,0.001139125,0.0007069225,0.00260398,0.00224289,0.001359325,0.0999996
0.203,0.1,0.013737956894336344,0.01512017,0.00393066,0.0012244399999999998,0.0007518599999999999,0.00255708,0.00219641,0.001337775,0.09999958
0.204,0.1,0.013879967448406184,0.01540854,0.00401453,0.0012902449999999998,0.0007907824999999999,0.0025493,0.00220069,0.001342155,0.09999991
0.205,0.1,0.014021742456496056,0.01554511,0.00404886,0.0013748649999999999,0.0008577525,0.00249603,0.002147395,0.0012952875,0.09999994
0.206,0.1,0.01416359501491524,0.01573432,0.00410025,0.001470735,0.0009111775,0.00245016,0.00209735,0.001269785,0.09999994
0.207,0.1,0.014305513537152804,0.01590806,0.00414659,0.0015276600000000001,0.0009467000000000001,0.00241837,0.002079845,0.0012585225,0.09999935
0.208,0.1,0.014447506281711167,0.01611809,0.00420573,0.001622025,0.0010088925000000001,0.00237228,0.00203675,0.001228255,0.09999937
0.209,0.1,0.014589406542214006,0.01630169,0.00425474,0.001699845,0.0010506725,0.00233745,0.0020021550000000003,0.0012127275000000002,0.09999999
0.21,0.1,0.014731542405792978,0.01648812,0.00430526,0.00177208,0.00109498,0.00230118,0.00197355,0.001195255,0.09998274
0.211,0.1,0.014873418994626722,0.0166836,0.00435846,0.001849495,0.0011405975,0.00226811,0.001942535,0.0011781575,0.09999912
0.212,0.1,0.015015479895974694,0.01684052,0.00439905,0.00192723,0.001194405,0.00222569,0.0019010949999999998,0.0011470674999999998,0.09999719
0.213,0.1,0.015157484390229096,0.01700971,0.00444419,0.001995615,0.0012333275,0.00218384,0.00187163,0.0011319049999999999,0.09999991
0.214,0.1,0.015299592373435363,0.01719062,0.00449281,0.002095015,0.0012956775,0.00213466,0.00181612,0.00109677,0.1
0.215,0.1,0.015441669528952108,0.01737567,0.00454304,0.00216812,0.00133775,0.00209632,0.00178635,0.001081215,0.09999959
0.216,0.1,0.015583756920283761,0.0175649,0.00459406,0.00223834,0.00138072,0.0020632,0.00176032,0.00106547,0.09999899
0.217,0.1,0.0157259874264083,0.01780581,0.00466194,0.0023092399999999997,0.00143152,0.00204558,0.00174726,0.00105083,0.09999424
0.218,0.1,0.01586799001275431,0.01796588,0.00470329,0.002382785,0.0014697825,0.00200274,0.0017104299999999998,0.0010348249999999999,0.09999998
0.219,0.1,0.016010126852236323,0.01816986,0.00475977,0.0024658099999999997,0.0015223049999999998,0.00196107,0.001676225,0.0010126125,0.09999987
0.22,0.1,0.016152375079264727,0.0182657,0.00477976,0.00252302,0.00155617,0.00191802,0.0016381,0.00099027,0.09999991
0.221,0.1,0.016294568635050997,0.01850629,0.00484843,0.002618985,0.0016210525,0.0018787,0.0016013400000000001,0.0009624000000000001,0.09999899
0.222,0.1,0.016436754233484265,0.01871209,0.00490504,0.002692175,0.0016632075,0.00184353,0.0015767749999999999,0.0009501474999999999,0.09999991
0.223,0.1111111111111111,0.01659335659173829,0.02001554,0.00528779,0.0017306349999999997,0.0011027074999999998,0.00336824,0.00291296,0.0017918,0.11111097
0.224,0.1111111111111111,0.016752124672763734,0.02017999,0.00532834,0.001799055,0.0011397574999999999,0.00332775,0.0028807950000000002,0.0017768175000000002,0.11110635
0.225,0.1111111111111111,0.01691083193916698,0.02040499,0.00539185,0.0019089550000000002,0.0012080575,0.0032635,0.0028264099999999997,0.001743335,0.11110422
0.226,0.1111111111111111,0.01706947468118175,0.02077009,0.0055004,0.0020361349999999997,0.0012818674999999999,0.00323639,0.002793325,0.0017285325,0.11111108
0.227,0.1111111111111111,0.01722824925121298,0.0209995,0.00556345,0.002141295,0.0013515975000000001,0.00318722,0.00274441,0.001694475,0.11110924
0.228,0.1111111111111111,0.017387030758355446,0.02116597,0.00560595,0.0022083199999999997,0.0013969499999999999,0.00313661,0.002714055,0.0016722675,0.1111108
0.229,0.1111111111111111,0.017545934028122774,0.02134867,0.00565437,0.0023396349999999996,0.0014746775,0.00306116,0.0026286699999999996,0.001622995,0.11111103
0.23,0.1111111111111111,0.017704648835483505,0.02156701,0.00571328,0.002400085,0.0015161125000000002,0.00303133,0.002618115,0.0016131375,0.11111108
0.231,0.1111111111111111,0.017863628658384437,0.02187771,0.00580398,0.002539535,0.0016033674999999998,0.00298247,0.002559105,0.0015766425,0.11110331
0.232,0.1111111111111111,0.018022398954184924,0.02212556,0.00587341,0.0026191749999999996,0.0016517574999999997,0.00294784,0.0025387400000000003,0.0015654400000000002,0.11111108
0.233,0.1111111111111111,0.018181367894446864,0.02245087,0.00596882,0.002746175,0.0017304675,0.00290651,0.002495045,0.0015393225,0.11110825
0.234,0.1111111111111111,0.018340585251592476,0.02280475,0.00607479,0.002847945,0.0017850025000000001,0.00287936,0.0024825000000000003,0.0015403900000000002,0.11110539
0.235,0.1111111111111111,0.018499332701392632,0.02287849,0.00608455,0.002911055,0.0018384675,0.00282134,0.0024310499999999997,0.0014948449999999999,0.11110873
0.236,0.1111111111111111,0.018658265373676,0.02306406,0.00613317,0.00303098,0.001915,0.00274963,0.002356625,0.0014472925000000002,0.11110625
0.237,0.1111111111111111,0.01881732699217325,0.02339148,0.00622921,0.0031157399999999997,0.0019584999999999997,0.00272923,0.002352695,0.0014540675,0.11111101
0.238,0.1111111111111111,0.018976316226449796,0.02352948,0.00626143,0.0032167850000000002,0.0020229225,0.00266084,0.00228315,0.0014094149999999998,0.1111089
0.239,0.1111111111111111,0.01913557543669702,0.02372986,0.00631337,0.00326679,0.002067215,0.00263805,0.002277665,0.0013939224999999999,0.11111044
0.24,0.1111111111111111,0.019294556393558548,0.02397219,0.00638155,0.0034059949999999998,0.0021363874999999997,0.00256964,0.0022005,0.0013626,0.11111101
0.241,0.1111111111111111,0.01945372826488531,0.02409626,0.00640866,0.00348671,0.002192055,0.00250798,0.00214607,0.001323795,0.11111095
0.242,0.1111111111111111,0.019613088478904514,0.02475366,0.00661754,0.003659565,0.0023006025,0.00250049,0.002148075,0.0013261775000000002,0.11111027
0.243,0.1111111111111111,0.019772001798674485,0.02465977,0.00657029,0.00370867,0.002337115,0.00241479,0.002064935,0.0012682375,0.11110718
0.244,0.1111111111111111,0.019931274108005374,0.02489637,0.00663659,0.0037957750000000004,0.0023870675000000003,0.002366,0.0020345800000000002,0.00125368,0.11111007
0.245,0.1111111111111111,0.020090556914192696,0.02508789,0.00668474,0.0038570799999999997,0.0024176299999999996,0.00234022,0.00201613,0.0012494350000000001,0.11111101
0.246,0.125,0.020263279970836177,0.02508768,0.00677344,0.00211099,0.0013009550000000001,0.00445468,0.00384575,0.002389605,0.12499997
0.247,0.125,0.02044424839133476,0.02557127,0.0069278,0.002177405,0.0013307425,0.00449045,0.0039025450000000003,0.0024336725,0.1249983
0.248,0.125,0.02062487680755455,0.02588122,0.00702657,0.0023663650000000005,0.0014923525000000003,0.00439208,0.0037993099999999998,0.002325065,0.12499999
0.249,0.125,0.020806600631726797,0.02611841,0.00709749,0.002509735,0.0015531874999999999,0.00431476,0.00371826,0.00230088,0.12499728
0.25,0.125,0.020987739861759332,0.02631329,0.0071464,0.002630355,0.0016307575,0.00423893,0.003644455,0.0022518175,0.12499781
0.251,0.125,0.02116952996551373,0.0263924,0.00714956,0.00265299,0.0016919650000000001,0.00419258,0.0036274999999999996,0.0022020599999999996,0.12499947
0.252,0.125,0.02135012316157666,0.02694214,0.00733391,0.00282641,0.001805625,0.00417123,0.0036052849999999997,0.0021768925,0.12499927
0.253,0.125,0.021531797063582204,0.02726203,0.00743647,0.0029873649999999996,0.0018815124999999999,0.00409918,0.00353116,0.00214961,0.12499692
0.254,0.125,0.021713419770591894,0.02742911,0.00747524,0.00305661,0.0019164149999999999,0.00403574,0.00349648,0.0021354300000000002,0.1249999
0.255,0.125,0.021894465216062784,0.02776785,0.00757971,0.0032415300000000003,0.002043215,0.00396823,0.003404715,0.0020663975,0.12499684
0.256,0.125,0.022076373959344565,0.02797327,0.00763481,0.0033311699999999996,0.002128175,0.00391073,0.003362795,0.0020144075,0.12498733
0.257,0.125,0.02225757324526981,0.02831093,0.00773774,0.0034606,0.00220486,0.00386586,0.00332114,0.00199049,0.12499994
0.258,0.125,0.022440248629304424,0.02837126,0.00773618,0.0034846199999999995,0.0021279199999999997,0.00381516,0.00329874,0.00206533,0.12499836
0.259,0.125,0.022621025064650028,0.02884011,0.00788794,0.003648785,0.0023177924999999997,0.00377457,0.003261405,0.0019557725000000003,0.12499998
0.26,0.125,0.022802589370723155,0.02909674,0.00796399,0.0038068950000000002,0.0023499975,0.00369304,0.0031714300000000003,0.001958435,0.1249995
0.261,0.125,0.022984718073457505,0.02937676,0.00804693,0.003981415,0.0024810775,0.0036181,0.00307325,0.001874575,0.12499904
0.262,0.125,0.02316654387469692,0.02954119,0.00808504,0.004051545,0.0025711125,0.00356401,0.003037385,0.0018119225,0.12499933
0.263,0.125,0.023348519049467734,0.02974853,0.00814034,0.004161254999999999,0.0026427074999999995,0.00349049,0.002977275,0.0017713075000000001,0.12499244
0.264,0.125,0.02352999214471538,0.03033965,0.00834024,0.004292485,0.0026630425,0.00348149,0.003004465,0.0018384425,0.12499989
0.265,0.125,0.023712140833809126,0.03043409,0.00835291,0.0044050899999999995,0.0027617849999999997,0.00340687,0.002911125,0.0017542225000000001,0.1249981
0.266,0.125,0.023893943132411825,0.03103709,0.00855838,0.00460417,0.002884745,0.0033783,0.00288019,0.001730995,0.12499389
0.267,0.125,0.024075708103327334,0.03110904,0.00855735,0.00464528,0.00290577,0.00332057,0.002844145,0.0017150225,0.12499992
0.268,0.125,0.024258439367848286,0.03138475,0.00864141,0.004823575,0.0030539375000000002,0.00324324,0.00274199,0.001617195,0.1249944
0.269,0.125,0.02444106701816605,0.03183779,0.00878608,0.004887545,0.0030332225,0.00325913,0.002792165,0.0016979925000000001,0.12497983
0.27,0.125,0.024622434080621494,0.03200243,0.00882655,0.005018565000000001,0.0030974625,0.00314928,0.00270014,0.00165906,0.12498783
0.271,0.125,0.024804583444316006,0.03207777,0.0088325,0.00514235,0.003170585,0.00304362,0.0025906,0.0015952400000000002,0.12499799
0.272,0.125,0.024986927266944313,0.03227884,0.00888021,0.005217474999999999,0.0032181774999999998,0.00300534,0.0025598,0.00157574,0.12499096
0.273,0.125,0.025169184731096004,0.03252694,0.00895253,0.00535746,0.00333051,0.00292039,0.002483725,0.0015040725000000001,0.12499999
0.274,0.125,0.025351658531738954,0.03297378,0.00909856,0.00550188,0.0034157099999999998,0.0028984,0.0024595600000000004,0.00149101,0.12498912
0.275,0.125,0.025534011033929778,0.03347527,0.00926681,0.0056787750000000005,0.0035210675000000003,0.0028583,0.00242086,0.00146473,0.1249976
0.276,0.125,0.02571632900573997,0.03363241,0.00930045,0.005764554999999999,0.0035464474999999996,0.00279448,0.00236833,0.001460235,0.12499998
0.277,0.14285714285714285,0.025942459724826485,0.03407772,0.00977778,0.003135695,0.0023510375,0.00626799,0.005315525,0.0029042225,0.1428566
0.278,0.14285714285714285,0.02613850202066149,0.03463824,0.0098465,0.0033413099999999997,0.001993885,0.00611308,0.00522877,0.003211335,0.14285669
0.279,0.14285714285714285,0.026350209781371155,0.03479386,0.00988311,0.003515845,0.0021589925,0.00594598,0.00509245,0.003074325,0.14285284
0.28,0.14285714285714285,0.026560771919308467,0.03535111,0.01006788,0.0036772899999999997,0.002267055,0.00594638,0.005083600000000001,0.00305579,0.14285631
0.281,0.14285714285714285,0.02677323882836894,0.03560743,0.01014526,0.003811335,0.0022766375,0.00587651,0.005015515,0.0030805675,0.1428571
0.282,0.14285714285714285,0.02698475636189592,0.03588446,0.01022038,0.003933994999999999,0.0023803774999999997,0.00580571,0.004960125,0.0030220225,0.14285711
0.283,0.14285714285714285,0.027195785695430325,0.03634509,0.01037169,0.00413383,0.002525485,0.00573497,0.0048889450000000004,0.0029515025,0.14285693
0.284,0.14285714285714285,0.027408178525600443,0.03671881,0.01049059,0.00424424,0.00255412,0.00568733,0.004873665,0.0029778025,0.14285711
0.285,0.14285714285714285,0.027619517436922057,0.03704265,0.01059407,0.004494725000000001,0.0027967625,0.0055615,0.00471965,0.002798975,0.14285527
0.286,0.14285714285714285,0.027831640948371886,0.03750273,0.01074613,0.00461982,0.00289492,0.00553067,0.0047156049999999994,0.0027753724999999996,0.14285474
0.287,0.14285714285714285,0.028043583916471472,0.03755853,0.01073186,0.004751989999999999,0.0029158349999999994,0.00541364,0.00458845,0.002752345,0.14285706
0.288,0.14285714285714285,0.028256103438519718,0.03770546,0.01075812,0.0048476,0.0030272499999999996,0.00531636,0.00452027,0.0026658849999999998,0.14285713
0.289,0.14285714285714285,0.0284684395700875,0.03822519,0.01094853,0.005064485,0.0031925925,0.00523278,0.00445406,0.00259389,0.14285696
0.29,0.14285714285714285,0.02868158395779775,0.03868604,0.01111618,0.00528786,0.0031660300000000002,0.00515124,0.00436645,0.0026838549999999997,0.14285707
0.291,0.14285714285714285,0.028892294346954884,0.03912722,0.01124517,0.0054298950000000006,0.0033200975000000003,0.0051197,0.00433821,0.002598885,0.14285714
0.292,0.14285714285714285,0.029105118193884123,0.03943261,0.01133266,0.0055194599999999995,0.00337881,0.00506626,0.00432074,0.00258394,0.1428516
0.293,0.14285714285714285,0.029318201317995538,0.04027877,0.01165941,0.005898855,0.0036381675,0.00498134,0.00420455,0.002478605,0.1428551
0.294,0.14285714285714285,0.029530228466682136,0.04008426,0.0115297,0.005847055,0.0035921775,0.00490535,0.004166245,0.0024768025,0.14281947
0.295,0.14285714285714285,0.0297427380961785,0.04068835,0.01174516,0.00615064,0.00377276,0.00484538,0.00404737,0.002400695,0.14285382
0.296,0.14285714285714285,0.029954768696527377,0.0408859,0.01179135,0.006232785000000001,0.0038373925000000004,0.0047579,0.004005,0.00236385,0.14285704
0.297,0.14285714285714285,0.030168113516086916,0.04125139,0.01189912,0.006282035,0.0038079975,0.00473623,0.004040005,0.0024391625,0.14285389
0.298,0.14285714285714285,0.030380859757776157,0.04187394,0.01212478,0.006593975,0.0040605075,0.00466915,0.003918305,0.0023014425,0.14284966
0.299,0.14285714285714285,0.03059337914502728,0.04192547,0.01211335,0.0066671000000000005,0.00404043,0.00454693,0.003842395,0.0023164275,0.14285427
0.3,0.14285714285714285,0.03080610822137811,0.04239432,0.01226673,0.00684092,0.00418152,0.00450129,0.003797125,0.0022540025,0.14285702
0.301,0.14285714285714285,0.03101939075405624,0.0426498,0.0123415,0.007039864999999999,0.0043227425,0.00438877,0.003669865,0.0021572125,0.14285712
0.302,0.14285714285714285,0.03123238762727998,0.04298253,0.0124459,0.007180315,0.0044201475,0.00429983,0.003615235,0.0021132875,0.142857
0.303,0.14285714285714285,0.03144546878220536,0.04335715,0.01255949,0.0073231649999999995,0.0044768824999999995,0.00425402,0.00357041,0.002111325,0.14285711
0.304,0.14285714285714285,0.03165983606558913,0.0439217,0.01277056,0.007613610000000001,0.004724315000000001,0.00415326,0.0034528299999999996,0.0019737049999999996,0.14285692
0.305,0.14285714285714285,0.03187302441539702,0.04396802,0.01274766,0.007607289999999999,0.004743555,0.00409546,0.00344501,0.001954455,0.14285111
0.306,0.14285714285714285,0.032086198425454224,0.04451995,0.01292617,0.0077881800000000004,0.00474441,0.00406331,0.0034145449999999997,0.0020250924999999998,0.14280299
0.307,0.14285714285714285,0.032299025453279215,0.04475278,0.01298744,0.007929015,0.0048068675,0.00397627,0.0033319049999999996,0.0019958525,0.14285302
0.308,0.14285714285714285,0.03251463523331284,0.04512401,0.01311007,0.00815491,0.004945075,0.00385687,0.003212245,0.0019196725,0.14271955
0.309,0.14285714285714285,0.03272627407378792,0.04529046,0.01313785,0.00819646,0.00501774,0.00380197,0.003197875,0.0018712975,0.14285599
0.31,0.14285714285714285,0.03294045321437036,0.04543105,0.01315829,0.00832351,0.005075194999999999,0.00370429,0.0031000949999999998,0.0018302675,0.14285097
0.311,0.14285714285714285,0.033153739992729615,0.04625178,0.01345816,0.008532005,0.0052242225,0.00370703,0.003125255,0.0018193875,0.14285709
0.312,0.14285714285714285,0.0333677287257504,0.04655749,0.01354795,0.008699095,0.0052642175000000005,0.0036231,0.00303931,0.001821185,0.14284111
0.313,0.14285714285714285,0.0335824568068841,0.0468284,0.01363265,0.008838595,0.0053467375,0.00354114,0.00297063,0.001777285,0.14285711
0.314,0.14285714285714285,0.03379558805069068,0.04729013,0.01377424,0.00902971,0.005483515,0.00348952,0.0029055599999999997,0.0017200999999999998,0.14285596
0.315,0.14285714285714285,0.034010026418339126,0.04798304,0.01403428,0.009290610000000001,0.0056482550000000005,0.00341006,0.0028487599999999997,0.0016735699999999999,0.14285596
0.316,0.14285714285714285,0.03422546577113571,0.04799003,0.0139897,0.009347000000000001,0.0056803800000000005,0.00332374,0.00277243,0.001633135,0.14273294
0.317,0.14285714285714285,0.03443857413234841,0.04863668,0.01422772,0.009554404999999998,0.0058394925,0.00327913,0.002751165,0.0015860425,0.14285704
0.318,0.14285714285714285,0.034653578705420525,0.04875333,0.01424823,0.00972225,0.0058572550000000004,0.00315867,0.002612955,0.0015811575,0.14285662
0.319,0.14285714285714285,0.03486716794791311,0.04887838,0.01424379,0.00972145,0.005872075,0.00311241,0.002619435,0.0015720175,0.14284761
0.32,0.14285714285714285,0.035082164046911904,0.04991735,0.01464651,0.010096049999999999,0.006082514999999999,0.00307059,0.002561765,0.0015406625,0.14285714
0.321,0.14285714285714285,0.03529672722971728,0.04942664,0.01439294,0.009996305,0.0060991825000000005,0.00297137,0.002482245,0.0014337525000000001,0.14284649
0.322,0.14285714285714285,0.035510537185557994,0.05019673,0.01468086,0.010283825,0.0062226425,0.00289475,0.002422735,0.0014359775000000001,0.14285698
0.323,0.14285714285714285,0.03572626577651376,0.05078172,0.01489145,0.010570630000000001,0.0063574650000000005,0.00281957,0.002312705,0.0013994925,0.14285312
0.324,0.14285714285714285,0.03594088387512254,0.0510968,0.01498954,0.01072829,0.006548875,0.00271606,0.00223791,0.001268915,0.14285572
0.325,0.16666666666666666,0.03656616864533604,0.052821,0.01611263,0.00708829,0.0044233549999999995,0.00805385,0.006738424999999999,0.0037939824999999997,0.16666665
0.326,0.16666666666666666,0.03682156274522085,0.05288559,0.01609265,0.00722537,0.0045877850000000005,0.00788087,0.006601755,0.0036614275,0.16666641
0.327,0.16666666666666666,0.03707601701430414,0.05332483,0.01622098,0.007485975,0.0046299975,0.00773749,0.006465505,0.0036624525,0.16666229
0.328,0.16666666666666666,0.03733602014469839,0.0542022,0.0165747,0.007649065,0.0045061925,0.00778291,0.0065543749999999994,0.0038882674999999997,0.16666387
0.329,0.16666666666666666,0.03758859717023606,0.05434176,0.01656215,0.00793682,0.00477373,0.00757137,0.006304125,0.0036650225,0.16665683
0.33,0.16666666666666666,0.03784613894249669,0.05465252,0.0166503,0.008012185,0.0048881025,0.00746757,0.0062926449999999995,0.0035990824999999997,0.166666
0.331,0.16666666666666666,0.03810185027658037,0.05520601,0.01685944,0.008412075,0.0051142875,0.00732293,0.006080385000000001,0.0034782825000000002,0.1666599
0.332,0.16666666666666666,0.038359243165906116,0.05564328,0.01700066,0.008527065,0.0052526525,0.00726279,0.006073235,0.0034176475,0.16666517
0.333,0.16666666666666666,0.03861589118838338,0.05605711,0.01713406,0.008828645,0.0054037124999999995,0.00712679,0.005900875,0.0033337275,0.16666665
0.334,0.16666666666666666,0.03887435765958455,0.05622012,0.01716311,0.0088836,0.00551492,0.00703063,0.005866465,0.0032573325,0.16666359
0.335,0.16666666666666666,0.03912977662198164,0.05704198,0.01747079,0.009240084999999999,0.0054902925,0.00693898,0.00576402,0.00338357,0.16666667
0.336,0.16666666666666666,0.039387707544527945,0.05725534,0.01750276,0.009346179999999999,0.00571698,0.0068506,0.005697310000000001,0.003207235,0.16666559
0.337,0.16666666666666666,0.03964492625722435,0.05835952,0.0179751,0.009894490000000002,0.005906805000000001,0.00670974,0.00552217,0.003200925,0.16666659
0.338,0.16666666666666666,0.039901979483339005,0.05855429,0.01799066,0.009940009999999999,0.005962835,0.00663424,0.00549855,0.0031665549999999997,0.1666552
0.339,0.16666666666666666,0.04016040355321243,0.0591844,0.01823401,0.010230199999999998,0.006246509999999999,0.00655097,0.005403335,0.0030141675,0.16666643
0.34,0.16666666666666666,0.04041829115058902,0.05909226,0.01814775,0.010377085000000001,0.006232172500000001,0.00630944,0.00521169,0.0029868449999999997,0.16666587
0.341,0.16666666666666666,0.04067602570123682,0.0596925,0.01833658,0.010477690000000001,0.006203465000000001,0.00634264,0.00526194,0.00309505,0.16666636
0.342,0.16666666666666666,0.040933953103945216,0.0604436,0.01861976,0.010752285,0.0063696425,0.00627249,0.005210655,0.0030550575,0.16666491
0.343,0.16666666666666666,0.041192124645654235,0.06112184,0.01887578,0.011083250000000001,0.006587265,0.00618044,0.00509213,0.0029595150000000002,0.16666652
0.344,0.16666666666666666,0.041451678573016675,0.06141248,0.01896306,0.01120053,0.006542765,0.00607486,0.005042,0.0030369999999999998,0.1666634
0.345,0.16666666666666666,0.04170979985511219,0.06183919,0.01910853,0.01156864,0.006965509999999999,0.00590605,0.004818165,0.0027149425,0.1666661
0.346,0.16666666666666666,0.04196780575226546,0.06233624,0.01926695,0.011726480000000001,0.00693016,0.00583577,0.004788855,0.0028092575,0.16666645
0.347,0.16666666666666666,0.042229155959189704,0.06322901,0.01961039,0.011948625,0.007015582499999999,0.00582298,0.004823050000000001,0.0028668350000000003,0.16659377
0.348,0.16666666666666666,0.04248564079591012,0.06326973,0.01957833,0.012133500000000002,0.007318750000000001,0.00563955,0.004640335,0.0025932474999999997,0.16666521
0.349,0.16666666666666666,0.04274622746087478,0.06356901,0.0196641,0.012296555,0.007170257500000001,0.00555189,0.004554735,0.0027602374999999998,0.1666596
