Rate,Weight,Time,ell,p,i,N
0.298,0.14285714285714285,0.03424897483624559,0.00610403,0.00149789,0.00050855,0.14285714
0.299,0.14285714285714285,0.03450215018712651,0.00617863,0.00151827,0.00050436,0.14285714
0.3,0.14285714285714285,0.03475532553366165,0.0062475,0.00153689,0.0004999,0.14285714
0.301,0.14285714285714285,0.035008500983048446,0.00631859,0.00155622,0.00049547,0.14285714
0.302,0.14285714285714285,0.03526167665399804,0.00639017,0.00157565,0.00049123,0.14285714
0.303,0.14285714285714285,0.035514852047730056,0.00646328,0.00159557,0.000487,0.14285714
0.304,0.14285714285714285,0.03576802731556079,0.00653448,0.0016149,0.00048269,0.14285714
0.305,0.14285714285714285,0.036021202800963346,0.00660184,0.0016331,0.00047796,0.14285714
0.306,0.14285714285714285,0.03627437843273503,0.00667241,0.00165228,0.00047343,0.14285714
0.307,0.14285714285714285,0.03652755372016306,0.00674536,0.00167213,0.00046927,0.14285714
0.308,0.14285714285714285,0.036780729250825074,0.00681909,0.00169223,0.00046509,0.14285714
0.309,0.14285714285714285,0.03703390470694783,0.006886,0.00171029,0.00046039,0.14285714
0.31,0.14285714285714285,0.03728708016382511,0.00695809,0.00172986,0.00045625,0.14285714
0.311,0.14285714285714285,0.03754025541759411,0.00703019,0.00174948,0.00045193,0.14285714
0.312,0.14285714285714285,0.0377934308829113,0.00709883,0.00176802,0.00044751,0.14285714
0.313,0.14285714285714285,0.03804660642420663,0.00717315,0.00178835,0.00044313,0.14285714
0.314,0.14285714285714285,0.03829978175866596,0.0072402,0.00180643,0.00043853,0.14285714
0.315,0.14285714285714285,0.03855295727539294,0.00731502,0.00182684,0.00043451,0.14285714
0.316,0.14285714285714285,0.0388061326751365,0.00738122,0.0018447,0.00042969,0.14285714
0.317,0.14285714285714285,0.03905930796786591,0.00745483,0.00186474,0.00042559,0.14285714
0.318,0.14285714285714285,0.039312483484692816,0.00752491,0.0018837,0.00042137,0.14285714
0.319,0.14285714285714285,0.03956565898759158,0.00759705,0.00190337,0.00041688,0.14285714
0.32,0.14285714285714285,0.03981883432590004,0.00766791,0.00192261,0.00041247,0.14285714
0.321,0.14285714285714285,0.04007200988986412,0.0077416,0.00194274,0.00040814,0.14285714
0.322,0.14285714285714285,0.04032518513639448,0.00780884,0.00196083,0.00040371,0.14285714
0.323,0.14285714285714285,0.040578360677682675,0.00788169,0.00198071,0.00039929,0.14285714
0.324,0.14285714285714285,0.040831536521077426,0.00795752,0.00200148,0.00039512,0.14285714
0.325,0.14285714285714285,0.04108471151902561,0.00802035,0.00201822,0.00039052,0.14285714
0.326,0.14285714285714285,0.04133788752521836,0.00809395,0.00203832,0.00038616,0.14285714
0.327,0.14285714285714285,0.04159106255251113,0.00816333,0.00205707,0.00038186,0.14285714
0.328,0.14285714285714285,0.04184423810237686,0.00823442,0.00207637,0.00037749,0.14285714
0.329,0.14285714285714285,0.04209741355447338,0.00830263,0.00209482,0.00037289,0.14285714
0.33,0.14285714285714285,0.042350588688546714,0.00837769,0.00211531,0.00036886,0.14285714
0.331,0.14285714285714285,0.04260376422619597,0.00844644,0.00213394,0.0003642,0.14285714
0.332,0.14285714285714285,0.04285693982603142,0.0085222,0.00215467,0.0003601,0.14285714
0.333,0.14285714285714285,0.04311011500240173,0.00859029,0.00217308,0.00035549,0.14285714
0.334,0.14285714285714285,0.04336329068488032,0.00866039,0.00219205,0.0003512,0.14285714
0.335,0.14285714285714285,0.04361646595027115,0.00873032,0.002211,0.0003468,0.14285714
0.336,0.16666666666666666,0.04387818426677749,0.00727988,0.0018213,0.00073669,0.16666667
0.337,0.16666666666666666,0.04418709360437083,0.00737337,0.0018482,0.00073137,0.16666667
0.338,0.16666666666666666,0.04449600361455669,0.00747523,0.00187773,0.0007267,0.16666667
0.339,0.16666666666666666,0.04480491321599772,0.00757177,0.00190568,0.00072134,0.16666667
0.34,0.16666666666666666,0.0451138228698288,0.00766138,0.00193139,0.00071562,0.16666667
0.341,0.16666666666666666,0.045422732572863035,0.00776238,0.00196062,0.00071095,0.16666667
0.342,0.16666666666666666,0.04573164231985226,0.00785611,0.00198771,0.00070532,0.16666667
0.343,0.16666666666666666,0.046040552063470574,0.00795323,0.00201571,0.00070041,0.16666667
0.344,0.16666666666666666,0.04634946167380414,0.00805485,0.00204524,0.00069546,0.16666667
0.345,0.16666666666666666,0.046658371303225685,0.00814779,0.00207201,0.00068997,0.16666667
0.346,0.16666666666666666,0.04696728101012415,0.00824497,0.00210014,0.00068473,0.16666667
0.347,0.16666666666666666,0.047276190763358615,0.0083455,0.00212925,0.00067994,0.16666667
0.348,0.16666666666666666,0.047585100335577855,0.0084404,0.00215662,0.00067466,0.16666667
0.349,0.16666666666666666,0.04789401011943604,0.00853939,0.0021853,0.0006696,0.16666667
0.35,0.16666666666666666,0.048202920170232824,0.00863807,0.00221373,0.00066499,0.16666667
0.351,0.16666666666666666,0.048511829856335065,0.00872638,0.00223916,0.00065878,0.16666667
0.352,0.16666666666666666,0.0488207393938653,0.00883099,0.00226951,0.00065444,0.16666667
0.353,0.16666666666666666,0.049129649022998295,0.00892331,0.00229617,0.00064864,0.16666667
0.354,0.16666666666666666,0.04943855889135914,0.00902337,0.00232514,0.00064381,0.16666667
0.355,0.16666666666666666,0.049747468690518784,0.00912221,0.0023537,0.00063897,0.16666667
0.356,0.16666666666666666,0.05005637820199151,0.00921752,0.00238131,0.00063336,0.16666667
0.357,0.16666666666666666,0.05036528774923597,0.00931034,0.00240794,0.00062818,0.16666667
0.358,0.16666666666666666,0.05067419775254073,0.00941627,0.00243881,0.00062364,0.16666667
0.359,0.16666666666666666,0.05098310740115335,0.0095057,0.00246446,0.00061791,0.16666667
0.36,0.16666666666666666,0.051292017021335325,0.00960293,0.0024925,0.000613,0.16666667
0.361,0.16666666666666666,0.05160092649404276,0.00970002,0.00252062,0.00060766,0.16666667
0.362,0.16666666666666666,0.051909836161665536,0.00979766,0.00254884,0.00060261,0.16666667
0.363,0.16666666666666666,0.052218745965095736,0.00989162,0.00257597,0.00059709,0.16666667
0.364,0.16666666666666666,0.05252765559898248,0.00999058,0.00260458,0.00059221,0.16666667
0.365,0.16666666666666666,0.052836565524776155,0.01008259,0.00263105,0.00058665,0.16666667
0.366,0.16666666666666666,0.053145475165411286,0.010185,0.00266079,0.00058192,0.16666667
0.367,0.16666666666666666,0.05345438484379601,0.01027885,0.00268784,0.00057651,0.16666667
0.368,0.16666666666666666,0.0537632945461665,0.01038283,0.00271811,0.00057178,0.16666667
0.369,0.16666666666666666,0.05407220416242639,0.01047567,0.00274484,0.0005663,0.16666667
0.37,0.16666666666666666,0.05438111385479287,0.01057184,0.00277256,0.00056124,0.16666667
0.371,0.16666666666666666,0.05469002360354648,0.01067015,0.00280107,0.000556,0.16666667
0.372,0.16666666666666666,0.05499893327871512,0.01076592,0.00282868,0.00055089,0.16666667
0.373,0.16666666666666666,0.055307843092861464,0.01086245,0.00285662,0.00054552,0.16666667
0.374,0.16666666666666666,0.05561675267582342,0.0109609,0.00288503,0.00054076,0.16666667
0.375,0.16666666666666666,0.05592566237390052,0.01105679,0.00291274,0.00053544,0.16666667
0.376,0.16666666666666666,0.056234572128984465,0.01115317,0.00294061,0.00053015,0.16666667
0.377,0.16666666666666666,0.05654348190895695,0.01124774,0.0029679,0.00052476,0.16666667
0.378,0.16666666666666666,0.05685239150898778,0.01135037,0.00299761,0.00052033,0.16666667
0.379,0.16666666666666666,0.0571613014882354,0.01144351,0.00302442,0.0005149,0.16666667
0.38,0.16666666666666666,0.0574702108152457,0.01154226,0.00305304,0.00050979,0.16666667
0.381,0.16666666666666666,0.05777912053242114,0.01163885,0.00308095,0.00050461,0.16666667
0.382,0.16666666666666666,0.05808803030374898,0.01173863,0.00310988,0.00049962,0.16666667
0.383,0.16666666666666666,0.05839694032567476,0.0118352,0.00313786,0.00049415,0.16666667
0.384,0.16666666666666666,0.0587058500959281,0.01192596,0.00316369,0.00048931,0.16666667
0.385,0.16666666666666666,0.05901475971782243,0.01203227,0.00319484,0.00048426,0.16666667
0.386,0.16666666666666666,0.05932366912181811,0.01212274,0.0032208,0.0004787,0.16666667
0.387,0.16666666666666666,0.05963257900377126,0.01221888,0.00324865,0.00047322,0.16666667
0.388,0.16666666666666666,0.059941488550293326,0.01231322,0.00327574,0.0004682,0.16666667
0.389,0.16666666666666666,0.06025039833519207,0.01241649,0.0033057,0.00046367,0.16666667
0.39,0.16666666666666666,0.06055930790913778,0.01251293,0.00333359,0.00045839,0.16666667
0.391,0.16666666666666666,0.06086821754742676,0.01260723,0.0033608,0.00045297,0.16666667
0.392,0.16666666666666666,0.0611771276015743,0.0127005,0.00338768,0.00044747,0.16666667
0.393,0.16666666666666666,0.0614860370549148,0.0127988,0.00341609,0.00044252,0.16666667
0.394,0.16666666666666666,0.061794946959958616,0.01289438,0.00344353,0.00043772,0.16666667
0.395,0.16666666666666666,0.062103856680317954,0.01299352,0.00347246,0.00043206,0.16666667
0.396,0.16666666666666666,0.06241276622573811,0.0130915,0.00350075,0.00042715,0.16666667
0.397,0.16666666666666666,0.06272167580074343,0.01319053,0.0035294,0.00042221,0.16666667
0.398,0.16666666666666666,0.06303058551197892,0.01328714,0.00355734,0.00041694,0.16666667
0.399,0.16666666666666666,0.06333949543729728,0.0133791,0.00358373,0.00041161,0.16666667
0.4,0.16666666666666666,0.06364840490978474,0.01347857,0.00361257,0.00040654,0.16666667
0.401,0.16666666666666666,0.06395731459500184,0.01357626,0.00364083,0.00040144,0.16666667
0.402,0.2,0.06431033144685819,0.0095038,0.00244551,0.00093723,0.2
0.403,0.2,0.06470758419659446,0.00965193,0.00249163,0.00093212,0.2
0.404,0.2,0.06510483692218406,0.00980459,0.00253943,0.00092701,0.2
0.405,0.2,0.06550208994390767,0.0099414,0.00258228,0.00092017,0.2
0.406,0.2,0.0658993428157606,0.01009122,0.00262906,0.000915,0.2
0.407,0.2,0.06629659560286766,0.01023014,0.00267242,0.00090868,0.2
0.408,0.2,0.06669384847458495,0.01038338,0.00272047,0.00090351,0.2
0.409,0.2,0.06709110125487319,0.01053145,0.00276649,0.00089855,0.2
0.41,0.2,0.06748835408357078,0.01067655,0.00281203,0.00089241,0.2
0.411,0.2,0.06788560657584365,0.01081897,0.00285625,0.00088693,0.2
0.412,0.2,0.0682828594805234,0.01096173,0.00290101,0.00088065,0.2
0.413,0.2,0.06868011282363778,0.0111093,0.00294687,0.00087564,0.2
0.414,0.2,0.06907736531946053,0.01125971,0.00299435,0.00086955,0.2
0.415,0.2,0.06947461803738146,0.01139742,0.00303716,0.00086343,0.2
0.416,0.2,0.06987187076009221,0.0115458,0.00308357,0.00085795,0.2
0.417,0.2,0.07026912339747271,0.01168768,0.0031277,0.00085225,0.2
0.418,0.2,0.0706663762548343,0.01183815,0.00317481,0.00084691,0.2
0.419,0.2,0.0710636294831623,0.01198075,0.00321905,0.0008415,0.2
0.42,0.2,0.07146088252343274,0.01213433,0.00326718,0.00083641,0.2
0.421,0.2,0.07185813527422623,0.01228053,0.0033134,0.00082976,0.2
0.422,0.2,0.07225538775738682,0.01242678,0.00335888,0.00082455,0.2
0.423,0.2,0.0726526405050273,0.01257018,0.00340352,0.00081896,0.2
0.424,0.2,0.07304989330500765,0.01271194,0.00344784,0.0008128,0.2
0.425,0.2,0.07344714616438296,0.0128515,0.00349139,0.00080657,0.2
0.426,0.2,0.07384439879551366,0.0130046,0.00353928,0.0008016,0.2
0.427,0.2,0.07424165180533102,0.01314652,0.00358377,0.00079523,0.2
0.428,0.2,0.07463890483283638,0.01329987,0.00363152,0.00079069,0.2
0.429,0.2,0.07503615715281901,0.01343982,0.00367539,0.00078414,0.2
0.43,0.2,0.07543341008537267,0.01358166,0.00371937,0.00077868,0.2
0.431,0.2,0.07583066306777757,0.0137289,0.00376571,0.00077253,0.2
0.432,0.2,0.07622791579769632,0.0138744,0.00381082,0.00076751,0.2
0.433,0.2,0.0766251685749933,0.01401956,0.00385658,0.00076101,0.2
0.434,0.2,0.07702242137759353,0.01416469,0.00390151,0.00075607,0.2
0.435,0.2,0.07741967411845824,0.01430997,0.00394718,0.00074982,0.2
0.436,0.2,0.07781692694762905,0.01445244,0.00399149,0.00074419,0.2
0.437,0.2,0.0782141795997517,0.01460101,0.00403811,0.00073845,0.2
0.438,0.2,0.07861143260825819,0.01475202,0.00408544,0.00073307,0.2
0.439,0.2,0.07900868552393799,0.01489855,0.00413131,0.00072732,0.2
0.44,0.2,0.07940593850734019,0.01504435,0.0041768,0.00072177,0.2
0.441,0.2,0.07980319093435179,0.01518581,0.00422103,0.00071559,0.2
0.442,0.2,0.08020044387863456,0.01532657,0.00426489,0.00070962,0.2
0.443,0.2,0.08059769660811257,0.01547485,0.00431129,0.00070408,0.2
0.444,0.2,0.08099494940158386,0.01562449,0.00435817,0.0006986,0.2
0.445,0.2,0.08139220230637023,0.01576453,0.00440187,0.00069242,0.2
0.446,0.2,0.08178945510502468,0.01591134,0.0044473,0.00068771,0.2
0.447,0.2,0.08218670815960806,0.01606429,0.00449567,0.00068171,0.2
0.448,0.2,0.08258396052166386,0.01620544,0.00453957,0.00067592,0.2
0.449,0.2,0.08298121369665004,0.01635313,0.00458576,0.00067038,0.2
0.45,0.2,0.08337846725228137,0.016491,0.00462885,0.00066384,0.2
0.451,0.2,0.08377571907514025,0.01664347,0.00467646,0.00065896,0.2
0.452,0.2,0.08417297207923459,0.01678109,0.00471918,0.00065295,0.2
0.453,0.2,0.08457022532592813,0.01692773,0.00476505,0.00064727,0.2
0.454,0.2,0.08496747760040158,0.01708117,0.00481328,0.00064188,0.2
0.455,0.2,0.08536473066171772,0.01721368,0.00485432,0.00063548,0.2
0.456,0.2,0.0857619830448438,0.01736599,0.00490225,0.00062988,0.2
0.457,0.2,0.08615923632888413,0.01750533,0.00494574,0.00062359,0.2
0.458,0.2,0.0865564890416165,0.01764505,0.0049888,0.00061842,0.2
0.459,0.2,0.08695374157997396,0.01779703,0.00503666,0.0006127,0.2
0.46,0.2,0.08735099451830058,0.0179458,0.00508343,0.00060682,0.2
0.461,0.2,0.08774824714882022,0.01809617,0.00513047,0.00060154,0.2
0.462,0.2,0.0881454999939624,0.01823325,0.00517275,0.00059599,0.2
0.463,0.2,0.08854275296897204,0.01837753,0.00521772,0.00059037,0.2
0.464,0.2,0.08894000578300731,0.01853647,0.00526809,0.00058477,0.2
0.465,0.2,0.08933725845279947,0.0186791,0.00531231,0.00057941,0.2
0.466,0.2,0.089734511151505,0.01881918,0.00535604,0.0005732,0.2
0.467,0.2,0.09013176426668171,0.01896971,0.00540317,0.00056788,0.2
0.468,0.2,0.09052901673700384,0.01911487,0.00544869,0.00056183,0.2
0.469,0.2,0.09092626983752977,0.01924825,0.00548966,0.00055617,0.2
0.47,0.2,0.09132352238928661,0.01940681,0.00553986,0.00055063,0.2
0.471,0.2,0.09172077584327862,0.01953692,0.00557974,0.00054474,0.2
0.472,0.2,0.09211802823789957,0.01970108,0.00563189,0.00053943,0.2
0.473,0.2,0.09251528080349374,0.01983799,0.00567437,0.00053337,0.2
0.474,0.2,0.09291253380717467,0.01998476,0.00572046,0.00052737,0.2
0.475,0.2,0.09330978639803467,0.02013201,0.00576649,0.00052183,0.2
0.476,0.2,0.09370703940921815,0.02028083,0.00581299,0.00051649,0.2
0.477,0.2,0.09410429238409718,0.0204275,0.00585888,0.0005108,0.2
0.478,0.2,0.09450154542599098,0.02055332,0.00589758,0.00050415,0.2
0.479,0.2,0.09489879772289445,0.02070643,0.00594541,0.00049928,0.2
0.48,0.2,0.0952960505415283,0.02085751,0.00599321,0.00049305,0.2
0.481,0.2,0.09569330337078905,0.0210038,0.00603865,0.00048796,0.2
0.482,0.2,0.09609055618693411,0.02114969,0.00608448,0.00048185,0.2
0.483,0.2,0.0964878088523691,0.02129504,0.0061298,0.00047632,0.2
0.484,0.2,0.09688506220845652,0.02143399,0.00617324,0.00046986,0.2
0.485,0.2,0.09728231520218869,0.02158833,0.00622126,0.00046552,0.2
0.486,0.2,0.09767956758601895,0.02172044,0.00626214,0.00045912,0.2
0.487,0.2,0.09807682025360748,0.0218726,0.00630988,0.00045377,0.2
0.488,0.2,0.09847407303156111,0.02201342,0.00635381,0.00044772,0.2
0.489,0.2,0.09887132628829759,0.02216015,0.0064,0.00044149,0.2
0.49,0.2,0.09926857908146743,0.02231637,0.00644901,0.00043656,0.2
0.491,0.2,0.09966583163074946,0.02245282,0.00649119,0.00043076,0.2
0.492,0.2,0.10006308424221079,0.02259604,0.00653586,0.00042498,0.2
0.493,0.2,0.10046033703945118,0.02274372,0.00658226,0.00041901,0.2
0.494,0.2,0.1008575897950467,0.02289651,0.00663015,0.00041383,0.2
0.495,0.2,0.10125484286513628,0.02303038,0.00667145,0.00040788,0.2
0.496,0.2,0.10165209572184597,0.02317454,0.00671655,0.00040193,0.2
0.497,0.2,0.10204934841940809,0.02333151,0.00676607,0.00039658,0.2
0.498,0.2,0.10244660101069938,0.02347338,0.0068103,0.00039068,0.2
0.499,0.2,0.10284385453254832,0.02361425,0.00685417,0.00038475,0.2
0.5,0.2,0.10324110706399345,0.02376028,0.00689975,0.00037921,0.2
0.501,0.2,0.10363836008514099,0.02390956,0.00694617,0.00037433,0.2
0.502,0.2,0.10403561254984653,0.02405798,0.00699325,0.00036761,0.2
0.503,0.2,0.1044328653591208,0.0242061,0.00703924,0.00036275,0.2
0.504,0.2,0.10483011806941891,0.02434061,0.00708089,0.0003566,0.2
0.505,0.2,0.10522737109545759,0.02449275,0.00712865,0.00035119,0.2
0.506,0.2,0.10562462356395946,0.02464384,0.00717631,0.00034524,0.2
0.507,0.2,0.1060218765763574,0.02477915,0.00721827,0.00033904,0.2
0.508,0.2,0.10641912948382089,0.02492866,0.00726517,0.00033343,0.2
0.509,0.2,0.10681638280428359,0.02507124,0.00730959,0.00032767,0.2
0.51,0.2,0.10721363481060883,0.02521725,0.00735491,0.0003226,0.2
0.511,0.2,0.10761088785609717,0.0253728,0.00740427,0.00031655,0.2
0.512,0.2,0.10800814063188338,0.02550688,0.00744525,0.00031135,0.2
0.513,0.2,0.10840539353064776,0.02566094,0.00749428,0.00030488,0.2
0.514,0.2,0.10880264616054049,0.02579648,0.0075359,0.00029951,0.2
0.515,0.2,0.10919989900583182,0.02594676,0.00758327,0.00029352,0.2
0.516,0.2,0.10959715163281139,0.02609773,0.00763048,0.00028836,0.2
0.517,0.2,0.10999440455121604,0.0262433,0.00767598,0.00028263,0.2
0.518,0.2,0.11039165744513901,0.02637803,0.00771762,0.00027664,0.2
0.519,0.2,0.11078891006850426,0.02652837,0.00776485,0.00027099,0.2
0.52,0.2,0.11118616320939069,0.02667198,0.00780937,0.00026574,0.2
0.521,0.2,0.11158341578528821,0.02681487,0.00785406,0.00025969,0.2
0.522,0.2,0.11198066899678163,0.02696968,0.00790275,0.00025438,0.2
0.523,0.2,0.11237792191974628,0.02710513,0.00794499,0.00024777,0.2
0.524,0.2,0.11277517426419778,0.02726127,0.00799412,0.00024256,0.2
0.525,0.2,0.11317242700912977,0.02739795,0.00803643,0.00023668,0.2
0.526,0.2,0.11356967973602833,0.02754717,0.00808305,0.00023138,0.2
0.527,0.2,0.11396693273782212,0.02769423,0.00812906,0.00022573,0.2
0.528,0.2,0.1143641854574278,0.02783887,0.0081745,0.00021948,0.2
0.529,0.2,0.11476143826214205,0.02799169,0.00822249,0.00021411,0.2
0.53,0.2,0.11515869096913292,0.02812994,0.00826532,0.00020832,0.2
0.531,0.2,0.11555594409959166,0.02826637,0.00830741,0.00020268,0.2
0.532,0.2,0.11595319686154525,0.0284247914,0.00835775036,0.000196781724,0.2
0.533,0.2,0.11635044953849243,0.0285736644,0.00840431034,0.000191366433,0.2
0.534,0.2,0.11674770309472876,0.0287188216,0.00844983148,0.000185314946,0.2
0.535,0.2,0.11714495518647255,0.0288612455,0.00849400652,0.000179908812,0.2
0.536,0.2,0.11715658897821103,0.0290005377,0.00853706754,0.000174423026,0.2
0.537,0.2,0.11655384204267341,0.0291367298,0.00857922584,0.000168476035,0.2
0.538,0.2,0.11595109490328714,0.0292826353,0.00862476217,0.00016292381,0.2
0.539,0.2,0.11534834777817285,0.0294297975,0.00867076849,0.000157359544,0.2
0.54,0.2,0.11474560020206856,0.0295898403,0.00872165303,0.000151557728,0.2
0.541,0.2,0.1141428531553247,0.0297287857,0.00876497069,0.000145337071,0.2
0.542,0.2,0.11354010603415571,0.0298734785,0.00880986861,0.000140148429,0.2
0.543,0.2,0.11293735949576926,0.0300141583,0.00885347431,0.00013459995,0.2
0.544,0.16666666666666666,0.11309064022892493,0.02578353,0.00730585,0.00100971,0.16666667
0.545,0.16666666666666666,0.1134802591206247,0.02600541,0.00737791,0.00099786,0.16666667
0.546,0.16666666666666666,0.11386987811956331,0.02619804,0.00743964,0.00098512,0.16666667
0.547,0.16666666666666666,0.11425949712348556,0.02641448,0.00751016,0.00097238,0.16666667
0.548,0.16666666666666666,0.11464911626780823,0.02659659,0.00756836,0.00095895,0.16666667
0.549,0.16666666666666666,0.1150387347950799,0.0268214,0.00764117,0.00094773,0.16666667
0.55,0.16666666666666666,0.1154283536375382,0.02702691,0.00770763,0.00093504,0.16666667
0.551,0.16666666666666666,0.11581797274224506,0.02721876,0.00776905,0.00092234,0.16666667
0.552,0.16666666666666666,0.1162075916766225,0.02744236,0.00784219,0.00090963,0.16666667
0.553,0.16666666666666666,0.11659721067964615,0.02764438,0.00790712,0.00089739,0.16666667
0.554,0.16666666666666666,0.11698682947437672,0.02784896,0.0079731,0.00088498,0.16666667
0.555,0.16666666666666666,0.11737644868912618,0.02805365,0.00803965,0.00087152,0.16666667
0.556,0.16666666666666666,0.11776606742395036,0.02826212,0.00810681,0.00085957,0.16666667
0.557,0.16666666666666666,0.11815568625579341,0.02845925,0.00816999,0.00084723,0.16666667
0.558,0.16666666666666666,0.11854530517884299,0.02866576,0.00823718,0.00083385,0.16666667
0.559,0.16666666666666666,0.11893492405365269,0.02887074,0.00830287,0.00082224,0.16666667
0.56,0.16666666666666666,0.11932454302802051,0.02907968,0.00837072,0.00080931,0.16666667
0.561,0.16666666666666666,0.11971416157344685,0.02927488,0.00843346,0.00079644,0.16666667
0.562,0.16666666666666666,0.12010378084430091,0.02947633,0.00849812,0.00078433,0.16666667
0.563,0.16666666666666666,0.12049339990273603,0.02969306,0.00856847,0.00077212,0.16666667
0.564,0.16666666666666666,0.12088301883792639,0.02987746,0.00862752,0.0007587,0.16666667
0.565,0.16666666666666666,0.12127263737426844,0.03009099,0.0086968,0.00074625,0.16666667
0.566,0.16666666666666666,0.12166225683752678,0.03030536,0.00876613,0.00073432,0.16666667
0.567,0.16666666666666666,0.12205187539547407,0.03050432,0.00883025,0.00072148,0.16666667
0.568,0.16666666666666666,0.12244149418590261,0.0307095,0.0088966,0.00070876,0.16666667
0.569,0.16666666666666666,0.12283111356856556,0.03092052,0.0089648,0.00069662,0.16666667
0.57,0.16666666666666666,0.12239364904091768,0.03110632,0.00902445,0.00068303,0.16666667
0.571,0.16666666666666666,0.121783267550422,0.03131837,0.00909326,0.00067046,0.16666667
0.572,0.16666666666666666,0.12117288658627692,0.03153889,0.00916502,0.00065822,0.16666667
0.573,0.16666666666666666,0.12056250565459084,0.03173442,0.0092281,0.00064496,0.16666667
0.574,0.16666666666666666,0.11995212417354016,0.0319388,0.00929366,0.00063318,0.16666667
0.575,0.16666666666666666,0.1193417436988943,0.03214285,0.00935974,0.00062018,0.16666667
0.576,0.16666666666666666,0.11873136192613307,0.03235091,0.0094268,0.00060812,0.16666667
0.577,0.16666666666666666,0.11812098181307498,0.03254043,0.00948738,0.00059538,0.16666667
0.578,0.16666666666666666,0.11751060001034615,0.03276016,0.00955875,0.00058334,0.16666667
0.579,0.16666666666666666,0.11690021900726263,0.03297009,0.00962672,0.00057086,0.16666667
0.58,0.14285714285714285,0.11648131919587201,0.0258827,0.00709925,0.00177792,0.14285714
0.581,0.14285714285714285,0.11686282476271076,0.02613642,0.00718299,0.00175643,0.14285714
0.582,0.14285714285714285,0.11724432964681628,0.02641497,0.00727525,0.00173616,0.14285714
0.583,0.14285714285714285,0.1176258349916881,0.02669203,0.0073668,0.0017162,0.14285714
0.584,0.14285714285714285,0.1180073396607269,0.02695004,0.00745216,0.00169463,0.14285714
0.585,0.14285714285714285,0.11838884547128146,0.02722598,0.00754324,0.00167478,0.14285714
0.586,0.14285714285714285,0.11877034991194435,0.02749013,0.00763107,0.00165284,0.14285714
0.587,0.14285714285714285,0.11915185559324229,0.02774333,0.00771475,0.0016311,0.14285714
0.588,0.14285714285714285,0.11953336056907587,0.02801614,0.00780481,0.00161098,0.14285714
0.589,0.14285714285714285,0.11991486559309003,0.02829785,0.00789839,0.00159042,0.14285714
0.59,0.14285714285714285,0.12029637055889644,0.02856627,0.00798708,0.00156984,0.14285714
0.591,0.14285714285714285,0.12067787578163656,0.02882711,0.00807318,0.00154886,0.14285714
0.592,0.14285714285714285,0.12105938080540425,0.02909987,0.00816355,0.00152813,0.14285714
0.593,0.14285714285714285,0.1214408863087423,0.02937321,0.00825426,0.00150716,0.14285714
0.594,0.14285714285714285,0.12182239153001181,0.02963289,0.0083403,0.00148547,0.14285714
0.595,0.14285714285714285,0.12220389633549482,0.02990048,0.00842824,0.00146574,0.14285714
0.596,0.14285714285714285,0.1225854015085694,0.03017388,0.00851881,0.00144507,0.14285714
0.597,0.14285714285714285,0.12296690663476673,0.03044353,0.00860813,0.00142415,0.14285714
0.598,0.14285714285714285,0.12334841225193083,0.0307116,0.00869657,0.00140379,0.14285714
0.599,0.14285714285714285,0.1236792141746988,0.03096469,0.00878027,0.00138192,0.14285714
0.6,0.14285714285714285,0.12306071946273948,0.03125074,0.00887517,0.00136192,0.14285714
0.601,0.14285714285714285,0.12244222423511858,0.03151191,0.00896151,0.00134071,0.14285714
0.602,0.14285714285714285,0.12182372935685451,0.03178265,0.00905127,0.00131972,0.14285714
0.603,0.14285714285714285,0.12120523490180234,0.03204477,0.00913791,0.0012986,0.14285714
0.604,0.14285714285714285,0.12058673976463166,0.03232934,0.00923233,0.00127845,0.14285714
0.605,0.14285714285714285,0.11996824518633573,0.03259425,0.00931947,0.00125836,0.14285714
0.606,0.14285714285714285,0.11934975010247487,0.03284958,0.00940377,0.00123692,0.14285714
0.607,0.14285714285714285,0.11873125497741946,0.03312217,0.00949436,0.00121565,0.14285714
0.608,0.14285714285714285,0.11811276045113377,0.03339166,0.00958305,0.00119582,0.14285714
0.609,0.14285714285714285,0.11749426553448608,0.03365973,0.00967199,0.00117453,0.14285714
0.61,0.14285714285714285,0.11687577087660829,0.0339274,0.00976079,0.00115319,0.14285714
0.611,0.125,0.11712424864531268,0.02536963,0.00669649,0.00260383,0.125
0.612,0.125,0.11749715021860416,0.02571701,0.00681386,0.00257372,0.12499999
0.613,0.125,0.11787003021309822,0.02606294,0.00692868,0.0025475,0.125
0.614,0.125,0.11824292099400419,0.02638259,0.00703729,0.00251462,0.125
0.615,0.125,0.11861580782169248,0.02671147,0.00714811,0.002484,0.125
0.616,0.125,0.11898869425180589,0.02706045,0.00726595,0.00245415,0.125
0.617,0.125,0.1193615815726295,0.02740113,0.00738187,0.0024221,0.125
0.618,0.125,0.11973447117463006,0.0277211,0.00749005,0.00239024,0.125
0.619,0.125,0.12010735987539743,0.02806333,0.00760517,0.00236083,0.125
0.62,0.125,0.12048024920987654,0.02840302,0.00772,0.00233018,0.125
0.621,0.125,0.12085313879370345,0.02873331,0.00783195,0.0022984,0.125
0.622,0.125,0.12122602776300834,0.02907508,0.00794719,0.00226844,0.125
0.623,0.125,0.12159891745666836,0.02940118,0.00805739,0.00223705,0.125
0.624,0.125,0.12197180680395436,0.02975935,0.00817805,0.00220828,0.125
