Rate,Weight,Time,ell,p,p_x,p_y,N
0.535,0.20070078144132616,0.10887499687382694,0.16318367,0.04545405,0.030771685,0.0160367425,1.0
0.536,0.1995622011987281,0.10905111194514422,0.16207586,0.04498757,0.030455484999999997,0.0158441925,1.0
0.537,0.19843414391399125,0.10922361189144345,0.16254647,0.04505049,0.030531085,0.0158903825,1.0
0.538,0.19731638050850714,0.10939144107635682,0.16350475,0.04529119,0.030727505000000002,0.016004682500000002,1.0
0.539,0.19620869020248505,0.10955440175787723,0.16431293,0.04548332,0.03088737,0.016096395,1.0
0.54,0.1951108601001576,0.10971133798604513,0.16418514,0.04542327,0.030813345,0.016022692499999998,1.0
0.541,0.19402268480127757,0.1098642044346678,0.16414792,0.04534089,0.030764545,0.0159856725,1.0
0.542,0.19294396603689548,0.11001259932689417,0.16617458,0.0459834,0.03122625,0.016243375,1.0
0.543,0.19187451232758926,0.11015614158578213,0.1660607,0.04588829,0.031158554999999998,0.016190827499999998,1.0
0.544,0.1908141386624765,0.1102959204773766,0.16560886,0.04560316,0.03100981,0.016118595,1.0
0.545,0.1897626661974855,0.11043021365237835,0.16771838,0.04631905,0.031492605,0.0163713525,1.0
0.546,0.1887199219714912,0.11056088413691562,0.1663289,0.04574858,0.03111166,0.01614986,1.0
0.547,0.18768573863903956,0.11068658927876135,0.1677013,0.04616517,0.031413405,0.0163140225,1.0
0.548,0.18665995421849071,0.11080869110964035,0.16799061,0.04622376,0.03144745,0.016316245,1.0
0.549,0.18564241185450797,0.11093684497642457,0.16393518,0.04464971,0.030414355,0.0157524675,1.0
0.55,0.18463295959390336,0.1110409200844773,0.16995417,0.04675039,0.031861935,0.0165495275,1.0
0.551,0.18363145017394564,0.11115103729801964,0.17057446,0.04690976,0.03197976,0.01660622,1.0
0.552,0.18263774082226025,0.11125792751180877,0.17143799,0.04714767,0.032159205,0.016705042500000003,1.0
0.553,0.18165169306760828,0.11135898410172523,0.16937676,0.04633107,0.031613325,0.0163929225,1.0
0.554,0.18067317256077853,0.11145768611157757,0.17177622,0.04712992,0.03217291,0.016696205,1.0
0.555,0.17970204890496913,0.11155260266507638,0.17145721,0.04691909,0.032060345,0.0166377325,1.0
0.556,0.1787381954950427,0.11164683952241153,0.17439625,0.04788926,0.032758,0.01702764,1.0
0.557,0.17778148936509464,0.1117307361328781,0.1717862,0.04693521,0.032073475,0.0166207575,1.0
0.558,0.1768318110438145,0.1118146222031739,0.17173275,0.04683805,0.032027375,0.016592727499999998,1.0
0.559,0.17588904441716152,0.111895238535405,0.17260554,0.04707825,0.032210965,0.0166907625,1.0
0.56,0.17495307659790227,0.11197230625266373,0.17298559,0.04714657,0.032272875,0.0167200175,1.0
0.561,0.17402379780159405,0.11204700259674288,0.1740063,0.04742379,0.032494935,0.016848817500000002,1.0
0.562,0.17310110122867386,0.11211648401779999,0.17358126,0.04721593,0.032357085,0.0167600825,1.0
0.563,0.17218488295216353,0.11218427646339521,0.17472508,0.04756118,0.03260974,0.016893909999999998,1.0
0.564,0.17127504181084213,0.11224739015806665,0.17293234,0.04686643,0.032133865,0.016621052499999997,1.0
0.565,0.17037147930743066,0.11230893149697421,0.17259093,0.04669319,0.032018465,0.016547052500000003,1.0
0.566,0.16947409951155706,0.11236592949792593,0.17357076,0.04696042,0.03223094,0.016666339999999998,1.0
0.567,0.16858280896722286,0.11242015966157504,0.17443027,0.04722094,0.0324138,0.01675538,1.0
0.568,0.16769751660451834,0.11247229245809442,0.17576919,0.04761414,0.03271682,0.01692557,1.0
0.569,0.1668181336553493,0.11251990546791074,0.17417464,0.04699113,0.032291925,0.0166835925,1.0
0.57,0.16594457357295567,0.11256979520272586,0.17763434,0.04810028,0.03312426,0.0171603,1.0
0.571,0.16507675195501537,0.11260784070770428,0.17490349,0.04711498,0.03241504,0.01674625,1.0
0.572,0.16421458647013995,0.11264744219418271,0.17533269,0.04721465,0.032492885,0.0167805425,1.0
0.573,0.16335799678758073,0.11268529047412357,0.17668441,0.04763179,0.032800315,0.0169464875,1.0
0.574,0.16250690450997646,0.11271950579775186,0.17654165,0.04758345,0.032736114999999996,0.0168811475,1.0
0.575,0.16166123310898195,0.11274909558033624,0.17532804,0.04702249,0.032408975,0.0167232475,1.0
0.576,0.16082090786362957,0.11277954734865454,0.17315399,0.04617048,0.03184676,0.01641984,1.0
0.577,0.15998585580128202,0.11280359154728267,0.1761899,0.04720648,0.03256872,0.0168055,1.0
0.578,0.15915600564104532,0.1128263844155812,0.17585616,0.04702989,0.032459734999999997,0.0167415075,1.0
0.579,0.1583312877395172,0.11284672797108808,0.17566189,0.04686257,0.032385975,0.016707947499999997,1.0
0.58,0.15751163403875457,0.11286533574569148,0.17694862,0.0473219,0.03267813,0.016847735,1.0
0.581,0.15669697801634977,0.11287936153438852,0.17550452,0.04675987,0.032295445,0.0166266125,1.0
0.582,0.1558872546375129,0.11289226493833587,0.17455431,0.04634139,0.032036615000000004,0.0164889775,1.0
0.583,0.1550824003090611,0.11290396141752364,0.17735644,0.04725243,0.032702615,0.016853987499999997,1.0
0.584,0.1542823528352247,0.11290921612901866,0.17596532,0.04669354,0.03233514,0.01665464,1.0
0.585,0.1534870513751814,0.11291417786921293,0.17592049,0.04664463,0.032299625,0.0166226025,1.0
0.586,0.15269643640223812,0.11291680627785514,0.17537635,0.04638552,0.03214187,0.016537755,1.0
0.587,0.1519104496645823,0.11291683888987401,0.17562888,0.04643914,0.03218031,0.016547054999999998,1.0
0.588,0.15112903414752993,0.11291455769322731,0.17617367,0.04656267,0.032291195,0.016607707500000003,1.0
0.589,0.15035213403720024,0.11290996160012753,0.17601513,0.04645083,0.032229115,0.016572937500000003,1.0
0.59,0.14957969468555327,0.11290329450040382,0.17574566,0.04634866,0.03213999,0.016514175,1.0
0.591,0.14881166257672684,0.11289451565142614,0.17729662,0.04678371,0.032499785,0.016712022500000003,1.0
0.592,0.14804798529461505,0.11288239805776919,0.17506599,0.04597419,0.031928424999999996,0.016391622499999998,1.0
0.593,0.14728861149163297,0.11286838393236397,0.17641018,0.04638675,0.032236864999999996,0.0165619425,1.0
0.594,0.14653349085861453,0.11285204090766049,0.17544981,0.04598843,0.031979145,0.0164159525,1.0
0.595,0.14578257409579407,0.11283364630172621,0.17563858,0.04599313,0.032004105,0.0164324325,1.0
0.596,0.14503581288482376,0.11281302955446137,0.17542197,0.04590907,0.031929845,0.0163870825,1.0
0.597,0.1442931598617829,0.1127901988771286,0.1750805,0.04576744,0.03182534,0.01633314,1.0
0.598,0.14355456859113563,0.11276508672433568,0.17522992,0.04578481,0.031841355,0.0163365475,1.0
0.599,0.14281999354059702,0.11273800356282261,0.1746802,0.04564233,0.031686545,0.016264372500000002,1.0
0.6,0.1420893900568693,0.11270829725154743,0.17486926,0.04560597,0.031712705,0.0162685725,1.0
0.601,0.14136271434221126,0.1126767873697345,0.17417536,0.04535678,0.03152345,0.016176935,1.0
0.602,0.14063992343180653,0.11264285922106573,0.17456594,0.04543678,0.03159924,0.01621036,1.0
0.603,0.1399209751718974,0.11260690275424526,0.17441346,0.04538079,0.031542715,0.0161735075,1.0
0.604,0.13920582819865296,0.11256886255362002,0.17417668,0.04529034,0.03146588,0.0161362,1.0
0.605,0.13849444191774168,0.11252868420674356,0.17370259,0.04510949,0.031331585,0.016064672500000002,1.0
0.606,0.13778677648457974,0.11248643935482319,0.17364187,0.04505921,0.031298275,0.016046117500000002,1.0
0.607,0.13708279278522809,0.11244214500641009,0.17318699,0.04489633,0.031169375,0.0159761675,1.0
0.608,0.13638245241791289,0.112395821917394,0.17325393,0.04488654,0.031167570000000002,0.015977165,1.0
0.609,0.13568571767514334,0.11234743621625652,0.17277106,0.04470924,0.03103253,0.015902475,1.0
0.61,0.13499255152640532,0.11229704029987772,0.17270073,0.04465882,0.030997900000000002,0.01588355,1.0
0.611,0.13430291760140659,0.11224468036038952,0.17265664,0.04462275,0.030969865,0.0158665125,1.0
0.612,0.1336167801738534,0.1121903241118432,0.17231162,0.04449934,0.030869149999999998,0.015815734999999997,1.0
0.613,0.13293410414573759,0.11213399763429574,0.17214104,0.04440062,0.03081096,0.01578234,1.0
0.614,0.1322548550321147,0.11207576912629238,0.17207235,0.04436787,0.030777674999999997,0.015764947499999998,1.0
0.615,0.1315789989463547,0.11201553359192623,0.1717162,0.04422579,0.030675145,0.0157100925,1.0
0.616,0.13090650258584707,0.11195344266547824,0.17152875,0.0441261,0.03061366,0.01567628,1.0
0.617,0.13023733321814418,0.11188937912704024,0.17117535,0.04400569,0.030512385,0.0156213925,1.0
0.618,0.12957145866752534,0.11182347039088947,0.17090821,0.04389497,0.030432225,0.0155793025,1.0
0.619,0.12890884730196717,0.11175566997591252,0.17052591,0.04376398,0.03032462,0.0155216,1.0
0.62,0.1282494680205034,0.11168602196823121,0.17025881,0.04365514,0.03024504,0.015479090000000001,1.0
0.621,0.12759329024097057,0.11161455322196845,0.16985515,0.04350535,0.030132945,0.0154199525,1.0
0.622,0.1269402838880937,0.1115411939379975,0.16971545,0.04344544,0.030084510000000002,0.015392115000000001,1.0
0.623,0.12629041938195312,0.11146604134953446,0.16959638,0.04337836,0.03004122,0.01537017,1.0
0.624,0.12564366762676554,0.11138912121987235,0.1690171,0.04320035,0.029887945,0.0152859025,1.0
0.625,0.125,0.11131032620072251,0.16898186,0.04315009,0.029865195,0.0152774875,1.0
0.626,0.1243593883418068,0.11122980316793366,0.16881764,0.04308806,0.029811789999999998,0.015247344999999999,1.0
0.627,0.12372180494474883,0.11114748715574235,0.16829175,0.04289986,0.02967222,0.01517348,1.0
0.628,0.12308722254382655,0.11106341646365898,0.16822889,0.04285113,0.029643485,0.0151571625,1.0
0.629,0.12245561430678442,0.11097761422448495,0.16788073,0.04272121,0.029546915,0.0151048975,1.0
0.63,0.12182695382469072,0.11089007192862314,0.16767423,0.04263117,0.029484375,0.0150754975,1.0
0.631,0.12120121510278119,0.11080079462920288,0.16721292,0.04247718,0.02936143,0.015007915,1.0
0.632,0.12057837255155575,0.11070982863279036,0.16718753,0.0424334,0.029342430000000003,0.014998145000000001,1.0
0.633,0.11995840097812326,0.11061713465401171,0.16681677,0.04231178,0.02924154,0.01494483,1.0
0.634,0.11934127557778233,0.1105227720602521,0.16637834,0.04215952,0.0291249,0.01488216,1.0
0.635,0.1187269719258327,0.11042673494496903,0.16624065,0.04209764,0.029079849999999997,0.014858154999999998,1.0
0.636,0.11811546596960862,0.11032903637514903,0.16609279,0.04202628,0.029032589999999997,0.014831124999999999,1.0
0.637,0.11750673402072716,0.11022966302921362,0.16555074,0.04186095,0.028892215,0.0147582175,1.0
0.638,0.11690075274754436,0.11012865873135488,0.16541381,0.04178074,0.02884798,0.01473652,1.0
0.639,0.1162974991678126,0.11002602141210542,0.16523953,0.04170729,0.028795115000000003,0.0147058375,1.0
0.64,0.11569695064153217,0.10992172936928615,0.16482799,0.04156287,0.028686415,0.0146483675,1.0
0.641,0.11509908486399188,0.10981585721743561,0.16427344,0.0413814,0.028544319999999998,0.01457442,1.0
0.642,0.11450387985899133,0.10970837373724047,0.16420262,0.04134201,0.028516485,0.014557882500000001,1.0
0.643,0.11391131397224,0.10959926961185297,0.16379602,0.04119697,0.028409795,0.0145026075,1.0
0.644,0.11332136586492748,0.10948861520910969,0.16339919,0.04105633,0.028305695000000002,0.0144497175,1.0
0.645,0.11273401450745905,0.1093763807334667,0.16339909,0.04104428,0.02829504,0.0144422,1.0
0.646,0.11214923917334732,0.10926256629355861,0.1630787,0.04091657,0.028209335,0.0143983975,1.0
0.647,0.11156701943328226,0.10914720002335854,0.1626498,0.04078112,0.0280984,0.01433859,1.0
0.648,0.11098733514930464,0.10903027165631282,0.16221199,0.04062752,0.02798571,0.014279545,1.0
0.649,0.11041016646917425,0.10891181560606716,0.1620497,0.04054601,0.027937755,0.014253887500000001,1.0
0.65,0.10983549382085465,0.1087918251170833,0.16163632,0.04041641,0.027831275,0.0141976975,1.0
0.651,0.10926329790714014,0.10867032535350157,0.16142767,0.0403266,0.027772869999999998,0.014167494999999999,1.0
0.652,0.10869355970041623,0.10854732693426271,0.16125634,0.04027035,0.027723385000000003,0.014139922500000002,1.0
0.653,0.10812626043754894,0.10842278288216559,0.16084763,0.04012312,0.0276187,0.0140851,1.0
0.654,0.10756138161489948,0.10829676254844994,0.16050776,0.04000487,0.027530324999999998,0.0140396425,1.0
0.655,0.10699890498346071,0.10816925342893567,0.15999161,0.03984162,0.02740119,0.013970695,1.0
0.656,0.10643881254411144,0.10804026571107284,0.15980806,0.03975296,0.027349639999999998,0.01394347,1.0
0.657,0.105881086542985,0.10790981005218231,0.15947175,0.03965426,0.027262799999999997,0.013898879999999999,1.0
0.658,0.10532570946694972,0.10777788624509135,0.15909772,0.03951877,0.027167435,0.0138494175,1.0
0.659,0.10477266403919645,0.10764451004957337,0.15887585,0.0394334,0.02710758,0.01381701,1.0
0.66,0.10422193321493167,0.10750969210915401,0.15853519,0.03931015,0.027020405,0.013770622500000001,1.0
0.661,0.10367350017717196,0.10737342285886234,0.1581708,0.03918472,0.02692796,0.01372396,1.0
0.662,0.10312734833263763,0.10723572875882856,0.15778273,0.03906298,0.026830279999999998,0.013668959999999999,1.0
0.663,0.1025834613077424,0.10709659133251931,0.15742921,0.03894668,0.02674082,0.01362387,1.0
0.664,0.10204182294467642,0.10695605354442278,0.15716554,0.03885262,0.026672309999999998,0.013588475,1.0
0.665,0.10150241729758008,0.10681410056943585,0.15683766,0.03873514,0.02658919,0.013544565,1.0
0.666,0.100965228628806,0.10667075013788574,0.15652921,0.03862533,0.026510765,0.013504292499999999,1.0
0.667,0.10043024140526688,0.10652600035458902,0.15614239,0.03850897,0.026414515,0.013453047499999999,1.0
0.668,0.09989744029486673,0.10637986214900216,0.15582547,0.03838797,0.026334555,0.0134105075,1.0
0.669,0.09936681016301296,0.10623233800030185,0.15531253,0.03822797,0.026209855,0.0133452975,1.0
0.67,0.09883833606920786,0.10608342705643461,0.15516663,0.03816117,0.026169545000000002,0.013324002500000001,1.0
0.671,0.098312003263716,0.10593316203709385,0.15480499,0.03804946,0.02607996,0.01327723,1.0
0.672,0.09778779718430725,0.10578152980277214,0.15430477,0.03788611,0.025958915,0.0132155175,1.0
0.673,0.09726570345307145,0.10562854128937285,0.15412074,0.0378038,0.02591039,0.013187295,1.0
0.674,0.09674570787330464,0.10547419851043173,0.15375402,0.03768894,0.025820299999999997,0.013140609999999999,1.0
0.675,0.09622779642646323,0.10531851763729919,0.15337957,0.03756414,0.025728670000000002,0.013093075000000001,1.0
0.676,0.09571195526918583,0.10516150286475444,0.15306789,0.03745818,0.02565156,0.01305328,1.0
0.677,0.09519817073037994,0.10500315290675308,0.15267859,0.0373272,0.02555697,0.013002975,1.0
0.678,0.09468642930837191,0.10484349015214381,0.1523434,0.03722195,0.025474905,0.0129608025,1.0
0.679,0.0941767176681194,0.10468249249190974,0.1519862,0.03709362,0.02538806,0.01291606,1.0
0.68,0.09366902263848301,0.1045201945636645,0.15166559,0.03699556,0.025309719999999997,0.012872889999999998,1.0
0.681,0.09316333120955766,0.10435658016477647,0.15129374,0.03687073,0.025219955,0.0128277775,1.0
0.682,0.0926596305300601,0.10419166289692784,0.15086963,0.03673694,0.02511856,0.01277527,1.0
0.683,0.09215790790477281,0.10402546195363233,0.15051449,0.03661435,0.025033015,0.012728687499999999,1.0
0.684,0.0916581507920417,0.10385797181351866,0.15008453,0.03648716,0.02493076,0.01267753,1.0
0.685,0.09116034680132684,0.10368918550615343,0.14976933,0.03636979,0.024854655,0.0126377175,1.0
0.686,0.09066448369080468,0.10351912895962044,0.14938964,0.03625279,0.024764175,0.0125897475,1.0
0.687,0.09017054936502049,0.10334782272744059,0.14914681,0.03617756,0.024704749999999998,0.012560094999999999,1.0
0.688,0.08967853187258973,0.10317521280634631,0.14874047,0.03604059,0.024608655,0.0125093075,1.0
0.689,0.08918841940394703,0.10300134801570607,0.14835345,0.03591142,0.02451715,0.012461495000000001,1.0
0.69,0.08870020028914227,0.10282624443819927,0.14801392,0.03579277,0.024436505,0.0124185725,1.0
0.691,0.08821386299568129,0.10264988004869022,0.14761367,0.03567242,0.02434244,0.01236976,1.0
0.692,0.08772939612641141,0.1024722631420667,0.14724202,0.03555456,0.02425498,0.01232514,1.0
0.693,0.08724678841745001,0.1022934156219544,0.14685317,0.03543034,0.02416389,0.012275995,1.0
0.694,0.08676602873615524,0.10211333151700641,0.14639484,0.03529184,0.02405746,0.012222229999999999,1.0
0.695,0.08628710607913802,0.10193201940426781,0.1460978,0.03519094,0.023987289999999998,0.012185594999999999,1.0
0.696,0.08581000957031389,0.10174947055805433,0.14572747,0.03506999,0.023900945,0.0121407425,1.0
0.697,0.08533472845899417,0.10156571674881648,0.14541963,0.03497201,0.023828715,0.0121025075,1.0
0.698,0.08486125211801569,0.10138073477235712,0.14506418,0.03485674,0.02374606,0.01206017,1.0
0.699,0.0843895700419072,0.10119455424316356,0.14451725,0.03470106,0.023621,0.01199668,1.0
0.7,0.0839196718450913,0.10100714652877243,0.14422257,0.03458833,0.023552255,0.011959737500000001,1.0
0.701,0.08345154726013077,0.10081855289117087,0.14390496,0.03449562,0.02347858,0.01192145,1.0
0.702,0.08298518613598693,0.10062876171897651,0.14343957,0.03435071,0.023372314999999998,0.011867947499999998,1.0
0.703,0.08252057843634246,0.10043776826808358,0.14306667,0.03423253,0.023286755,0.0118221275,1.0
0.704,0.08205771423793436,0.10024560160072901,0.14273893,0.03412579,0.023211385,0.011782342500000001,1.0
0.705,0.08159658372892861,0.10005223607086312,0.14228134,0.03399203,0.023107485,0.0117286725,1.0
0.706,0.08113717720732491,0.09985770680051513,0.14187471,0.0338698,0.02301506,0.01168188,1.0
0.707,0.08067948507939232,0.09966198989026476,0.14156859,0.0337627,0.022945,0.0116445,1.0
0.708,0.08022349785813518,0.09946510756378309,0.1411027,0.03362637,0.022839915000000002,0.011590477500000002,1.0
0.709,0.07976920616178848,0.09926706070551389,0.14082585,0.03352366,0.022776639999999997,0.011557419999999999,1.0
0.71,0.07931660071234187,0.099067848233544,0.14035052,0.03338059,0.022669885,0.011503062500000001,1.0
0.711,0.0788656723340937,0.0988674783833503,0.14000375,0.03327551,0.022591585,0.011460742500000001,1.0
0.712,0.07841641195222818,0.09866596227998531,0.13966066,0.03316673,0.022514275,0.0114216875,1.0
0.713,0.07796881059142541,0.09846329101444076,0.13919585,0.03302729,0.022410445,0.0113677725,1.0
0.714,0.07752285937449338,0.09825947229691484,0.13881128,0.03290598,0.02232442,0.01132379,1.0
0.715,0.07707854952102768,0.09805451547388312,0.13841952,0.03278593,0.022237004999999997,0.0112787425,1.0
0.716,0.07663587234609581,0.09784844381842886,0.13813771,0.03270491,0.022173784999999998,0.0112468625,1.0
0.717,0.07619481925894668,0.0976411969396846,0.13769862,0.03255579,0.022076385,0.0111954025,1.0
0.718,0.0757553817617438,0.09743283932990993,0.13732177,0.03244727,0.021992765,0.0111523925,1.0
0.719,0.07531755144832238,0.09722335681468365,0.1368882,0.03231609,0.021896995,0.0111004275,1.0
0.72,0.07488132000296938,0.09701274348355292,0.13650594,0.03220113,0.021812555,0.011058317500000001,1.0
0.721,0.07444667919922683,0.09680102276012476,0.13601563,0.03205475,0.021704845,0.0110028325,1.0
0.722,0.07401362089871569,0.09658819572815672,0.13557435,0.0319174,0.02160802,0.010953059999999999,1.0
0.723,0.07358213704998362,0.09637422501000968,0.13526507,0.0318262,0.02153997,0.010917624999999999,1.0
0.724,0.07315221968737215,0.09615917061251876,0.13490385,0.03171843,0.021460834999999998,0.010877087499999999,1.0
0.725,0.0727238609299031,0.09594301338070384,0.13438532,0.03156116,0.021347869999999998,0.010819774999999998,1.0
0.726,0.07229705298019784,0.0957257528360947,0.13402564,0.03145473,0.021269415,0.0107776275,1.0
0.727,0.07187178812339018,0.09550738132986183,0.13361962,0.03132953,0.021181165000000002,0.010732222500000001,1.0
0.728,0.07144805872608598,0.0952879412496768,0.13323622,0.03120699,0.021097955,0.010690887500000001,1.0
0.729,0.07102585723532781,0.09506739627279909,0.1327592,0.03106504,0.02099479,0.010636075,1.0
0.73,0.07060517617758118,0.09484576595359465,0.13236019,0.03095478,0.02090859,0.010592135,1.0
0.731,0.07018600815773941,0.09462305210712266,0.13195343,0.03083616,0.02082093,0.010546095,1.0
0.732,0.06976834585814612,0.09439925839876177,0.13158304,0.03072279,0.020741225000000002,0.010505762500000002,1.0
0.733,0.06935218203763557,0.0941743825328149,0.13121418,0.03060828,0.02066203,0.010464965000000001,1.0
0.734,0.06893750953059023,0.09394844405874989,0.13073916,0.03046817,0.020560284999999998,0.0104117625,1.0
0.735,0.06852432124601521,0.09372143378217018,0.13039083,0.03037395,0.020485825,0.0103740625,1.0
0.736,0.06811261016662945,0.09349334478288421,0.129938488,0.0302368459,0.02038932118,0.010323685493,1.0
0.737,0.067702369347973,0.0932642157729397,0.129431301,0.0300853461,0.02028133436,0.010268475471,1.0
0.738,0.06729359191753023,0.09303399437762433,0.129087596,0.0299837958,0.020208368810000002,0.010230832439000002,1.0
0.739,0.06688627107386906,0.09280273473424813,0.128685611,0.0298627846,0.02012315718,0.010187558731,1.0
0.74,0.066480400085795,0.09257041497584693,0.128288874,0.0297537789,0.020039241,0.010144184581,1.0
0.741,0.06607597229152072,0.092337053070046,0.127850139,0.0296256279,0.019946596980000002,0.010098181942,1.0
0.742,0.06567298109785001,0.09210261983851802,0.127478902,0.0295122885,0.0198684318,0.010056530697999999,1.0
0.743,0.06527141997937648,0.09186715836163908,0.127055189,0.0293897163,0.01977932152,0.010010537801,1.0
0.744,0.06487128247769644,0.09163064775098165,0.126662455,0.0292786785,0.01969695452,0.009967677504000001,1.0
0.745,0.06447256220063555,0.09139309898211698,0.126197716,0.0291352306,0.01959954289,0.009917209552,1.0
0.746,0.06407525282148947,0.09115455731738158,0.125897946,0.0290248091,0.01953713261,0.00988443567,1.0
0.747,0.06367934807827764,0.0909148956690096,0.125423992,0.0289144238,0.019438132389999998,0.009835073283999999,1.0
0.748,0.0632848417730105,0.09067424553399814,0.124868863,0.028761556,0.01932228845,0.009775420033999999,1.0
0.749,0.06289172777096949,0.09043255554154855,0.124547541,0.0286541877,0.01925580063,0.009740243652,1.0
0.75,0.062499999999999944,0.09018984373174943,0.124169527,0.0285461216,0.019177549,0.00970059037,1.0
0.751,0.06210965244981629,0.08994610942935173,0.123758977,0.0284281039,0.019092635,0.009657504092,1.0
0.752,0.061720679171319674,0.08970136782576114,0.123298569,0.0282913597,0.01899743862,0.009608493033000001,1.0
0.753,0.06133307427592766,0.08945558182690036,0.122902109,0.0281841196,0.01891583885,0.009567034767,1.0
0.754,0.06094683193491558,0.08920879426344513,0.122429323,0.0280505839,0.01881845303,0.009516557307,1.0
0.755,0.060561946378769785,0.08896098456008866,0.122009708,0.027932912,0.01873235276,0.009472654638,1.0
0.756,0.06017841189655216,0.08871217613620244,0.121584279,0.0278066505,0.018645213459999997,0.009428189649999998,1.0
0.757,0.05979622283527593,0.0884623491943691,0.121137502,0.0276842551,0.01855381935,0.009380998733,1.0
0.758,0.059415373599292595,0.08821153175665736,0.120817082,0.0275872137,0.01848887461,0.009347581413000001,1.0
0.759,0.05903585864968964,0.08795968551168773,0.120289917,0.0274402917,0.018381125800000002,0.009292522483,1.0
0.76,0.058657672503698965,0.0877068595477592,0.119866895,0.0273195721,0.018295201060000002,0.009249493340000001,1.0
0.761,0.05828080973411605,0.08745302654459289,0.119373308,0.0271757519,0.01819483847,0.0091966815347,1.0
0.762,0.057905264968728845,0.08719819592671749,0.118990776,0.0270683356,0.0181176436,0.0091572940788,1.0
0.763,0.057531032889757715,0.08694238476466686,0.118604765,0.0269644657,0.01803988452,0.0091182514888,1.0
0.764,0.05715810823330464,0.08668555905945982,0.118081991,0.0268157565,0.01793408288,0.0090630781705,1.0
0.765,0.05678648578881274,0.086427751969474,0.117738026,0.0267173012,0.01786532917,0.009028143072,1.0
0.766,0.05641616039853531,0.08616895543419771,0.117263354,0.0265803556,0.01776980958,0.0089795146228,1.0
0.767,0.05604712695701438,0.08590918031177722,0.116832407,0.026462357,0.01768347198,0.0089345922652,1.0
0.768,0.05567938041056883,0.08564841987524913,0.116396033,0.0263360318,0.01759619734,0.0088903103057,1.0
0.769,0.05531291575679164,0.08538668595297594,0.115898957,0.0262077305,0.01749666061,0.0088394458809,1.0
0.77,0.05494772804405634,0.08512403176373642,0.115521793,0.0260635239,0.01742187329,0.0088007249599,1.0
0.771,0.05458381237103251,0.08486026147660869,0.115104838,0.0259771208,0.01733909712,0.0087588648369,1.0
0.772,0.054221163886209796,0.08459559329782255,0.114695026,0.0258600633,0.01725794102,0.0087174119444,1.0
0.773,0.05385977778743125,0.08432994818658934,0.114214541,0.0257266861,0.01716253675,0.0086677194552,1.0
0.774,0.053499649321434764,0.0840633490469173,0.113806802,0.0256176183,0.01708212798,0.008626994463700001,1.0
0.775,0.053140773783403296,0.08379576007607639,0.113371345,0.0254865064,0.016996269,0.0085836528521,1.0
0.776,0.05278314651652323,0.08352720636458837,0.112868052,0.0253548479,0.016896792860000003,0.008532072387100001,1.0
0.777,0.05242676291155126,0.08325769536984236,0.112457836,0.0252373925,0.01681640315,0.008491673136499999,1.0
0.778,0.05207161840638925,0.08298721339841425,0.11201133,0.0251191124,0.01672881772,0.008447080853400001,1.0
0.779,0.05171770848566716,0.08271579644390994,0.111618483,0.0250208767,0.01665225996,0.0084077874931,1.0
0.78,0.05136502868033249,0.08244338311372391,0.11114168,0.0248868156,0.0165589009,0.0083600079827,1.0
0.781,0.051013574567256366,0.08217002970449887,0.110706039,0.0247610991,0.01647403325,0.0083167726292,1.0
0.782,0.05066334176882526,0.08189572196446684,0.11024473,0.0246372728,0.01638416249,0.0082703892749,1.0
0.783,0.05031432595256988,0.08162046283470253,0.109788135,0.0245152546,0.01629542327,0.0082251026015,1.0
0.784,0.04996652283077944,0.08134426791003477,0.109349142,0.0243994625,0.01621040321,0.0081804979848,1.0
0.785,0.04961992816013227,0.08106709530806461,0.108921521,0.0242721937,0.016127828099999998,0.008139729333199999,1.0
0.786,0.049274537741332405,0.08078898380382525,0.10844847,0.024147472,0.01603631971,0.0080927995227,1.0
0.787,0.04893034741875335,0.08050992960869352,0.10801696,0.0240272831,0.015953313070000003,0.008050001051100002,1.0
0.788,0.04858735308008915,0.08022992827500472,0.107566054,0.0238998737,0.0158665965,0.0080065046938,1.0
0.789,0.04824555065601251,0.07994898586167888,0.107132116,0.023782826,0.01578343891,0.0079637524396,1.0
0.79,0.04790493611984015,0.07966711501319228,0.106699885,0.0236641151,0.01570078105,0.007921136160500001,1.0
0.791,0.04756550548720524,0.07938428885434946,0.106194176,0.0235352185,0.015603663989999999,0.007872335997499999,1.0
0.792,0.04722725481573602,0.07910052659713723,0.105802999,0.0234229164,0.01552953017,0.0078337404067,1.0
0.793,0.04689018020474243,0.07881581683634853,0.105308321,0.0232936977,0.015434987110000001,0.007786248361000001,1.0
0.794,0.04655427779490877,0.07853020167240896,0.104902373,0.0231828364,0.015358217260000001,0.007747241781800001,1.0
0.795,0.04621954376799324,0.0782436216342424,0.104414872,0.0230501069,0.01526546993,0.0076996347873,1.0
0.796,0.04588597434653428,0.07795613922002642,0.104022364,0.022949883,0.01519169229,0.0076628921689,1.0
0.797,0.04555356579356351,0.07766771103231412,0.103471599,0.0227963879,0.01508679277,0.007607990325699999,1.0
0.798,0.045222314412325194,0.07737834622842199,0.103080609,0.0226938407,0.015013643719999999,0.007572136585499999,1.0
0.799,0.04489221654600226,0.0770880572096137,0.102595492,0.022573516,0.014922087179999998,0.007524876620899999,1.0
0.8,0.04456326857744885,0.0767968511964993,0.102108208,0.0224444871,0.01483029981,0.0074772446364999995,1.0
