Rate,Weight,Time,ell,p,p_x,p_y,N
0.257,0.12449500000000002,0.022907439458374614,0.0275676936,0.0056800546,0.00412442154,0.0021392935737,1.0
0.258,0.12503,0.023093174155966463,0.0274847437,0.00567166117,0.004103412665,0.0021191677419,1.0
0.259,0.125565,0.023278000126086218,0.0281273485,0.0058177623,0.00422116585,0.0021905229695,1.0
0.26,0.12610000000000002,0.023471154326636098,0.0276678372,0.00564198519,0.004139713695,0.0021696868415,1.0
0.261,0.126558,0.02365251129991168,0.0281154502,0.00580241133,0.004211428205,0.0021847736953,1.0
0.262,0.12701600000000002,0.023840164166794617,0.0290743707,0.00604807366,0.004386132080000001,0.0022795953149000003,1.0
0.263,0.127474,0.024028793569880812,0.0290850575,0.00604934883,0.004383172195,0.002274922525,1.0
0.264,0.127932,0.024218678963832514,0.0294578389,0.00613931669,0.004449028565000001,0.0023113763411,1.0
0.265,0.12839,0.024409475293280535,0.0294035829,0.00612433313,0.004433803065,0.0022997775873,1.0
0.266,0.12884800000000002,0.024600914496012205,0.0299120243,0.00625095718,0.00452511956,0.0023498923956,1.0
0.267,0.129306,0.024793490666743558,0.0301765646,0.00630888159,0.004571288105,0.0023773765265999998,1.0
0.268,0.129764,0.024986781021358803,0.030352901,0.00635868123,0.004598580435,0.0023870042076,1.0
0.269,0.130222,0.02518093248355678,0.0310416407,0.00653067953,0.004725045855,0.0024581421208,1.0
0.27,0.13068,0.025375645417212954,0.030805771,0.00646352412,0.00467570147,0.0024293877045,1.0
0.271,0.131192,0.025571407687111324,0.0311795729,0.00655837596,0.004742096229999999,0.0024646501916,1.0
0.272,0.131704,0.025768958691578567,0.0317481,0.00668411,0.004848505,0.0025320425,1.0
0.273,0.132216,0.02596976094061005,0.03250295,0.0068958,0.004986839999999999,0.00260337,1.0
0.274,0.13272799999999998,0.02616490617939748,0.03247531,0.00688651,0.004975235,0.0025910175,1.0
0.275,0.13324,0.026363357898513316,0.0321854369,0.00681545567,0.004914802595,0.0025514898519,1.0
0.276,0.133752,0.026564210910237678,0.03239531,0.00686788517,0.0049495134449999995,0.0025685201815999997,1.0
0.277,0.134264,0.026766542027891665,0.03319656,0.00705574,0.00510214,0.00266227,1.0
0.278,0.134776,0.0269663706162167,0.03323966,0.00707926,0.00510308,0.00265377,1.0
0.279,0.135288,0.0271691654202034,0.0333585673,0.00711190746,0.0051207990299999995,0.0026599046872,1.0
0.28,0.1358,0.02737280268263578,0.03357004,0.00716132,0.00515709,0.0026799149999999997,1.0
0.281,0.13631400000000002,0.02757722930212375,0.03418658,0.00732104,0.00527097,0.002742295,1.0
0.282,0.13682799999999998,0.027782968957269,0.0343552012,0.00737826999,0.005296931555,0.0027478399148000003,1.0
0.283,0.137342,0.02798925448206056,0.0342869,0.00732664,0.0052826999999999995,0.0027517799999999997,1.0
0.284,0.137856,0.02819655731006443,0.03522441,0.00757655,0.005458155,0.0028469575,1.0
0.285,0.13837,0.02840397159024665,0.03503758,0.00752957,0.005416725,0.0028188425,1.0
0.286,0.138884,0.02861279444738565,0.0355142,0.00765335,0.005504155,0.0028662475,1.0
0.287,0.139398,0.02882256312023939,0.03576138,0.00771715,0.0055470450000000004,0.0028879525000000002,1.0
0.288,0.139912,0.02903326676480946,0.0360289,0.00778745,0.0055937949999999995,0.0029113775,1.0
0.289,0.14042600000000002,0.029246135071305083,0.03632767,0.0078719,0.0056446299999999994,0.0029337649999999996,1.0
0.29,0.14094,0.02945727979406279,0.03653176,0.00791386,0.0056818500000000004,0.0029578250000000003,1.0
0.291,0.141426,0.02967101817565742,0.03718779,0.00810254,0.00580259,0.003016765,1.0
0.292,0.141912,0.02988504356848336,0.03732756,0.00811496,0.00582713,0.0030383149999999998,1.0
0.293,0.142398,0.03010007688297729,0.0376302,0.00820468,0.0058796000000000005,0.0030604800000000004,1.0
0.294,0.142884,0.030317039490704606,0.03860628,0.008454,0.00606733,0.003170165,1.0
0.295,0.14337,0.03053322341816247,0.03842239,0.00841102,0.00602416,0.00313828,1.0
0.296,0.14385599999999998,0.030756412564317256,0.04009021,0.00882579,0.006353545,0.0033409625,1.0
0.297,0.144342,0.030969856179206154,0.03910638,0.00858357,0.006148315,0.0032066775,1.0
0.298,0.14482799999999998,0.03118981716710586,0.03885098,0.00852409,0.006090755,0.0031652075,1.0
0.299,0.145314,0.031410128051125134,0.03938654,0.00864894,0.00619253,0.003228415,1.0
0.3,0.14579999999999999,0.03163164303962461,0.03986891,0.00877565,0.006282255,0.0032775175,1.0
0.301,0.14625499999999997,0.03185402676914395,0.04019605,0.00886234,0.00634084,0.0033076700000000004,1.0
0.302,0.14670999999999998,0.03207768069853253,0.04025165,0.00887425,0.0063453350000000006,0.0033070375000000003,1.0
0.303,0.14716499999999996,0.03230175094415458,0.04087677,0.0090404,0.00646372,0.00337272,1.0
0.304,0.14761999999999997,0.03252687787282296,0.04085133,0.00903112,0.00645209,0.003362285,1.0
0.305,0.14807499999999998,0.032752845218810125,0.04127559,0.00914032,0.0065306800000000005,0.00340594,1.0
0.306,0.14852999999999997,0.03297996486145458,0.04191512,0.00930928,0.00665205,0.003473685,1.0
0.307,0.14898499999999998,0.03320872051711758,0.04233367,0.0094375,0.0067274299999999995,0.0035061249999999997,1.0
0.308,0.14943999999999996,0.03343696544118903,0.04273237,0.00952702,0.00680254,0.00355385,1.0
0.309,0.14989499999999997,0.033667730475523766,0.04188083,0.0092971,0.00662506,0.0034454800000000003,1.0
0.31,0.15034999999999998,0.03389735076547448,0.04293812,0.00956263,0.006832395,0.0035711675,1.0
0.311,0.15086699999999997,0.03412888305490998,0.04335753,0.0096851,0.00690939,0.003608015,1.0
0.312,0.151384,0.034361552271317305,0.04371044,0.00977455,0.006974945,0.0036451025,1.0
0.313,0.151901,0.034595263142672125,0.04430771,0.00994454,0.00708816,0.0037037399999999996,1.0
0.314,0.152418,0.034830220407692764,0.04454963,0.01000536,0.007131429999999999,0.0037277649999999996,1.0
0.315,0.15293500000000002,0.03506553038939645,0.04496952,0.01010749,0.007211375,0.0037755675,1.0
0.316,0.153452,0.03530171268076515,0.04500363,0.01012236,0.00721088,0.00376817,1.0
0.317,0.15396900000000002,0.03553905896813369,0.04533016,0.01021038,0.0072707,0.00379948,1.0
0.318,0.154486,0.03577726234110902,0.04570316,0.01030882,0.00734042,0.0038377700000000003,1.0
0.319,0.15500300000000003,0.03601655445702907,0.0460659,0.0104183,0.00740636,0.00386756,1.0
0.32,0.15552000000000002,0.03625692531199463,0.04668747,0.01058641,0.007526554999999999,0.003934917499999999,1.0
0.321,0.156039,0.03649857133600021,0.04664836,0.01059122,0.00751031,0.003914245,1.0
0.322,0.156558,0.03674008177134443,0.04708072,0.01068574,0.007594460000000001,0.00396992,1.0
0.323,0.15707700000000002,0.03698332278608686,0.04751857,0.0108183,0.0076757299999999995,0.004007795,1.0
0.324,0.157596,0.03722775076230432,0.04779047,0.01086409,0.007727835,0.0040471675,1.0
0.325,0.158115,0.037472374829611466,0.04818537,0.01099199,0.0077998849999999995,0.0040766325,1.0
0.326,0.158634,0.03771839758548638,0.04840657,0.01104412,0.0078395,0.00409947,1.0
0.327,0.159153,0.03796548658926059,0.0487602,0.01113907,0.007905385,0.0041349724999999995,1.0
0.328,0.159672,0.03821340900607932,0.04940196,0.01132523,0.008029505,0.0041999125,1.0
0.329,0.160191,0.03846252069566989,0.0499186,0.01146912,0.00812893,0.004253825,1.0
0.33,0.16071,0.03871264000042547,0.04936164,0.01129498,0.00800966,0.00418775,1.0
0.331,0.16119699999999998,0.03896340440607545,0.04978278,0.01142092,0.00808769,0.004224475,1.0
0.332,0.161684,0.03921516033662883,0.05071788,0.01167015,0.008274475,0.0043348175,1.0
0.333,0.16217099999999998,0.03946935083058086,0.05112475,0.0117957,0.008350119999999999,0.00437086,1.0
0.334,0.162658,0.03972223036898871,0.05104974,0.01176701,0.008327625,0.0043546925,1.0
0.335,0.16314499999999998,0.03997674025032601,0.05177799,0.01196538,0.00847129,0.004436315,1.0
0.336,0.163632,0.04023255313478331,0.05195555,0.01201775,0.008500145,0.0044470825,1.0
0.337,0.164119,0.040491657128067904,0.05368362,0.01253201,0.008848935,0.0046355675,1.0
0.338,0.164606,0.040748765358104594,0.05199504,0.01199657,0.008496385,0.0044489325,1.0
0.339,0.165093,0.04100618451916186,0.05334103,0.01240223,0.008765495,0.0045905475,1.0
0.34,0.16558,0.04126603805916418,0.05331323,0.01239279,0.008752055,0.0045780075,1.0
0.341,0.16606700000000002,0.04152785302887521,0.05297213,0.01228566,0.00867471,0.004532165,1.0
0.342,0.166554,0.0417893609916197,0.05369816,0.01249822,0.00881711,0.004607315,1.0
0.343,0.16704100000000002,0.04205437164343684,0.05587065,0.01310346,0.00926448,0.00487143,1.0
0.344,0.16752799999999998,0.0423165428762178,0.05559731,0.0130253,0.00919901,0.0048272950000000005,1.0
0.345,0.168015,0.042580794396026925,0.0555503,0.01300632,0.00918213,0.004814735,1.0
0.346,0.16850199999999999,0.04284666833179056,0.05604079,0.01314935,0.009276545,0.0048634725,1.0
0.347,0.168989,0.04311356070477074,0.05590322,0.01311237,0.009239305,0.0048349125,1.0
0.348,0.169476,0.043381579490841815,0.056635,0.01332089,0.009384815,0.0049155175,1.0
0.349,0.169963,0.043651668903864654,0.05589367,0.01310096,0.009222290000000001,0.004817905000000001,1.0
0.35,0.17045,0.04392206565385841,0.05836691,0.01380596,0.00973516,0.005117109999999999,1.0
0.351,0.17097299999999999,0.044193085368665036,0.05746826,0.01352253,0.009539595,0.0050070374999999995,1.0
0.352,0.17149599999999998,0.04446399843543716,0.05800198,0.0137077,0.00964142,0.00504791,1.0
0.353,0.172019,0.044738159761158885,0.0576935,0.01361699,0.009569085,0.0050014325,1.0
0.354,0.172542,0.045011554764046974,0.05910487,0.01401615,0.009859875,0.0051706175,1.0
0.355,0.173065,0.04528893667415798,0.0604208,0.01439295,0.010132235,0.0053293375,1.0
0.356,0.173588,0.045564280323653755,0.06056315,0.01443589,0.010153765,0.005334882500000001,1.0
0.357,0.174111,0.04584097557005243,0.06051859,0.01441448,0.01013723,0.0053235850000000005,1.0
0.358,0.174634,0.04611916732609757,0.0604281,0.0144029,0.01010804,0.00529396,1.0
0.359,0.175157,0.046398780100858766,0.06119286,0.01461102,0.0102644,0.00538746,1.0
0.36,0.17568,0.046679445158087106,0.06122357,0.01460469,0.010264405,0.0053887925000000005,1.0
0.361,0.176205,0.046961496392477806,0.06085478,0.01452564,0.01017499,0.005317995,1.0
0.362,0.17673,0.0472435263452813,0.06222967,0.01491888,0.01046035,0.005484275,1.0
0.363,0.177255,0.04752835266469987,0.06290232,0.01511521,0.010596335,0.0055607175,1.0
0.364,0.17778,0.04781231207911388,0.06325893,0.01521283,0.010664815000000001,0.0055974175,1.0
0.365,0.178305,0.048098058846837,0.06331514,0.01522748,0.01066867,0.005594825,1.0
0.366,0.17883000000000002,0.04838581427497724,0.06432005,0.01551129,0.010877325,0.0057179225,1.0
0.367,0.17935500000000001,0.048673218261745456,0.06431538,0.01552075,0.010866505,0.0057008225,1.0
0.368,0.17988,0.048962380480787576,0.06471005,0.01563717,0.010942835,0.0057401875,1.0
0.369,0.180405,0.049253184960817355,0.06513375,0.01579623,0.011021975,0.0057660375,1.0
0.37,0.18093,0.04954404985349314,0.06558711,0.01589626,0.011114569999999999,0.005830284999999999,1.0
0.371,0.181419,0.049836551768016414,0.06601171,0.01601076,0.011198139999999999,0.005878519999999999,1.0
0.372,0.18190800000000001,0.05013015488061814,0.06616622,0.01605728,0.011222010000000001,0.0058858750000000005,1.0
0.373,0.182397,0.050424862069042384,0.06604909,0.01601855,0.011188115,0.0058613675,1.0
0.374,0.182886,0.050720561289836236,0.06731586,0.01639862,0.01145202,0.0060094300000000005,1.0
0.375,0.183375,0.05101754715845189,0.06775004,0.01652071,0.011537335000000001,0.0060567175,1.0
0.376,0.183864,0.051316230016516216,0.06848516,0.01674342,0.01168663,0.006136995,1.0
0.377,0.184353,0.0516143947861472,0.06836132,0.01670158,0.01165132,0.00611201,1.0
0.378,0.18484199999999998,0.05191456362727294,0.06877333,0.01682259,0.011731454999999998,0.006153887499999999,1.0
0.379,0.185331,0.052215850642132085,0.06894735,0.01687208,0.01176002,0.006165449999999999,1.0
0.38,0.18581999999999999,0.05251850483553763,0.06998899,0.01718844,0.011976569999999999,0.006285234999999999,1.0
0.381,0.18634799999999999,0.05282334413588598,0.06889286,0.01684078,0.01173176,0.00614397,1.0
0.382,0.186876,0.05312671106799703,0.07070512,0.0173959,0.01211546,0.00635868,1.0
0.383,0.187404,0.05343262544973815,0.07117616,0.01753196,0.01220985,0.006411115,1.0
0.384,0.187932,0.05373941441363277,0.07122878,0.01754981,0.012212035,0.0064052375,1.0
0.385,0.18846,0.05404794396165779,0.07216449,0.01783267,0.012407284999999999,0.0065143925,1.0
0.386,0.188988,0.054357724180736575,0.07307108,0.01810285,0.012597585,0.0066232324999999995,1.0
0.387,0.189516,0.0546673542466726,0.0728746,0.01804165,0.012545165,0.0065862025,1.0
0.388,0.190044,0.05497882642601893,0.07299256,0.01808148,0.01256133,0.006587585,1.0
0.389,0.190572,0.055291964387286244,0.07416541,0.0184273,0.01281081,0.0067338350000000005,1.0
0.39,0.1911,0.05560538788322762,0.07408077,0.01840495,0.012782405,0.0067089825,1.0
0.391,0.19158999999999998,0.05592192381645891,0.07568507,0.01889808,0.01312574,0.00690422,1.0
0.392,0.19208,0.05623730214687002,0.073893,0.01834113,0.012721675,0.0066620675,1.0
0.393,0.19257,0.05655397928134116,0.07541376,0.01880382,0.01304634,0.0068478,1.0
0.394,0.19306,0.05687249586266936,0.07546554,0.01881129,0.013048385000000001,0.0068456725,1.0
0.395,0.19355,0.05719293889756884,0.07552922,0.01885125,0.013050125,0.0068304325,1.0
0.396,0.19404,0.05751306665628954,0.07659491,0.0191608,0.01327686,0.00696518,1.0
0.397,0.19453,0.057835233974062206,0.07726128,0.01935451,0.013415004999999999,0.007044742499999999,1.0
0.398,0.19502,0.05815856393702848,0.07788143,0.01954762,0.013541810000000001,0.0071116750000000005,1.0
0.399,0.19551000000000002,0.058483052875096794,0.07727021,0.01936197,0.013395915,0.0070169874999999994,1.0
0.4,0.196,0.05880845197934739,0.07837009,0.01969463,0.013629615000000001,0.0071507275000000006,1.0
0.401,0.19653099999999998,0.059135520483270754,0.07919295,0.01996595,0.013800985,0.0072379825,1.0
0.402,0.197062,0.059463406321483205,0.0789306,0.01987605,0.013733785,0.0071952825000000005,1.0
0.403,0.197593,0.05979303814515268,0.08041532,0.02033393,0.014054345,0.007379202499999999,1.0
0.404,0.198124,0.06012310535918889,0.0805008,0.02034945,0.014064525000000001,0.0073832525000000005,1.0
0.405,0.198655,0.06045564911148633,0.08026405,0.02022158,0.01400709,0.007366625,1.0
0.406,0.19918599999999997,0.0607877019767953,0.08049935,0.02034997,0.014044405,0.0073573225,1.0
0.407,0.19971699999999995,0.06112181044081484,0.08191248,0.02077739,0.014350705,0.0075371225,1.0
0.408,0.20024799999999995,0.06145724628218336,0.08257386,0.02099338,0.014487719999999999,0.007607139999999999,1.0
0.409,0.20077899999999996,0.0617956117143506,0.08416807,0.02149321,0.014835395,0.007806107499999999,1.0
0.41,0.20130999999999996,0.06213131094360091,0.08298099,0.02110912,0.014559579999999999,0.00764064,1.0
0.411,0.20180099999999995,0.06247150051891673,0.08333475,0.02122474,0.01462807,0.007674045,1.0
0.412,0.20229199999999997,0.06281065922816062,0.08336456,0.02121633,0.014624954999999999,0.0076697975,1.0
0.413,0.20278299999999996,0.06315204167553536,0.084383,0.02155427,0.014840695000000001,0.0077817475,1.0
0.414,0.20327399999999998,0.06349500288929155,0.08502871,0.02174159,0.014975925000000001,0.0078607925,1.0
0.415,0.20376499999999997,0.06383875378649237,0.08545741,0.02187349,0.015061715,0.0079052775,1.0
0.416,0.20425599999999997,0.0641840416357955,0.08604544,0.02205825,0.015183035000000001,0.0079695975,1.0
0.417,0.20474699999999998,0.06453051213052789,0.08580163,0.02198228,0.01511698,0.00792244,1.0
0.418,0.20523799999999998,0.06487846745123158,0.08718081,0.02240729,0.015417545,0.0080970725,1.0
0.419,0.205729,0.06522737098203314,0.08738443,0.02248403,0.015451125,0.0081035925,1.0
0.42,0.20622,0.06557808446373237,0.08687687,0.02230221,0.015327515,0.0080318875,1.0
0.421,0.206754,0.06592917057506575,0.0882323,0.02275445,0.015620845,0.0081881425,1.0
0.422,0.207288,0.06628203670566477,0.0887925,0.02291012,0.01573896,0.00826057,1.0
0.423,0.207822,0.06663607602099789,0.08868503,0.02288916,0.015702999999999998,0.00822612,1.0
0.424,0.208356,0.06699166798555381,0.08965708,0.02320363,0.015911985,0.0083400525,1.0
0.425,0.20889,0.0673482435023187,0.09018568,0.02335731,0.016022575,0.0084046775,1.0
0.426,0.209424,0.06770635007454362,0.09063371,0.02351838,0.01611218,0.00844252,1.0
0.427,0.209958,0.0680668845738888,0.09071752,0.02351917,0.016123165,0.008455972499999999,1.0
0.428,0.210492,0.06842693419376696,0.09176688,0.02389931,0.016346665,0.0085580325,1.0
0.429,0.21102600000000002,0.06878864688986024,0.0926237,0.02412577,0.016535045,0.0086831925,1.0
0.43,0.21156000000000003,0.06915128710133267,0.09198217,0.02394355,0.016376285,0.0085713825,1.0
0.431,0.21205200000000002,0.06951668722812732,0.0939143,0.02454373,0.016806994999999998,0.0088272875,1.0
0.432,0.212544,0.06988180401052571,0.09370859,0.02448246,0.01674763,0.008781434999999999,1.0
0.433,0.21303600000000003,0.07025010981154751,0.09246876,0.02402931,0.016457785000000003,0.008626162500000001,1.0
0.434,0.21352800000000002,0.07061747081031364,0.09434829,0.0246725,0.01687143,0.008845165,1.0
0.435,0.21402000000000002,0.0709873443784654,0.09484506,0.02482125,0.016974035,0.0089023775,1.0
0.436,0.214512,0.07135840172315461,0.09502211,0.02489899,0.017001125,0.0089010525,1.0
0.437,0.215004,0.07173203959965341,0.09430914,0.02465507,0.016827415000000002,0.008795937500000002,1.0
0.438,0.21549600000000002,0.07210486198548477,0.09596044,0.02519675,0.017192575,0.0090000175,1.0
0.439,0.215988,0.07248022444501839,0.09693869,0.02550077,0.017405885,0.0091232325,1.0
0.44,0.21648,0.07285749621341217,0.09571951,0.02508077,0.017116634999999998,0.0089546275,1.0
0.441,0.21701700000000002,0.07323502081356573,0.09826064,0.0259529,0.017684850000000002,0.009262345000000002,1.0
0.442,0.217554,0.07361400219107928,0.09802798,0.02585457,0.017621715,0.0092269075,1.0
0.443,0.218091,0.07399693133310425,0.10058182,0.02670309,0.018198605,0.0095542825,1.0
0.444,0.21862800000000002,0.07437699585182875,0.09932527,0.02627339,0.017897945,0.0093759925,1.0
0.445,0.21916500000000003,0.07476032832479765,0.09972734,0.02641836,0.017978499999999998,0.00941004,1.0
0.446,0.219702,0.07514535147850683,0.10044989,0.02664153,0.018134815,0.0094999675,1.0
0.447,0.22023900000000002,0.0755317075195449,0.10118148,0.02687809,0.018292645,0.0095869625,1.0
0.448,0.22077600000000003,0.07591998404809637,0.10218941,0.02720324,0.01851497,0.009713065,1.0
0.449,0.221313,0.07630790679912991,0.10150281,0.02698172,0.018344060000000002,0.009601670000000001,1.0
0.45,0.22185000000000002,0.07669847632971967,0.10237569,0.02728268,0.01853359,0.009699595,1.0
0.451,0.222343,0.07709025412657952,0.1026834,0.02737461,0.018593035,0.0097298375,1.0
0.452,0.222836,0.07748402418161798,0.10313875,0.02749943,0.018687944999999997,0.009787762499999998,1.0
0.453,0.223329,0.07787881608823378,0.10243935,0.02732785,0.018510185,0.0096490825,1.0
0.454,0.223822,0.07827418074328008,0.1034715,0.02762052,0.01873927,0.009795775,1.0
0.455,0.224315,0.07867168423922227,0.10443192,0.02793778,0.01894942,0.00991053,1.0
0.456,0.224808,0.07907102049153822,0.1055362,0.02829845,0.019193845,0.0100480425,1.0
0.457,0.225301,0.07947128111869445,0.10587088,0.02840462,0.01925934,0.01007978,1.0
0.458,0.225794,0.07987295518241128,0.10614351,0.02850821,0.019309305,0.0100945325,1.0
0.459,0.226287,0.08027619760984332,0.10645089,0.02860243,0.019368635000000002,0.010123827500000002,1.0
0.46,0.22677999999999998,0.08068109899991886,0.10715609,0.02882841,0.019520705,0.0102080125,1.0
0.461,0.22727299999999998,0.08108694304033151,0.10689817,0.02873218,0.019448609999999998,0.010160814999999998,1.0
0.462,0.227766,0.0814952405999685,0.10849002,0.02927053,0.019806725,0.0103602525,1.0
0.463,0.228259,0.08190504496190057,0.10963234,0.02964889,0.020061145000000002,0.010502052500000001,1.0
0.464,0.228752,0.08231444158274359,0.10862701,0.02931681,0.019812905,0.0103444825,1.0
0.465,0.229245,0.0827269297314257,0.11005394,0.02978951,0.020133965,0.0105266825,1.0
0.466,0.229738,0.08314017185047826,0.10844367,0.02923894,0.01974594,0.01029409,1.0
0.467,0.23023100000000002,0.08355585689361505,0.11127366,0.03018026,0.02039488,0.0106697,1.0
0.468,0.230724,0.08397224776606155,0.11073801,0.03006813,0.020253095,0.0105483375,1.0
0.469,0.231217,0.08438949354184899,0.1110717,0.03011734,0.02032126,0.010605400000000001,1.0
0.47,0.23171,0.08480953391933073,0.11198324,0.03041368,0.020522239999999997,0.010718469999999999,1.0
0.471,0.232251,0.08523064619728066,0.11295487,0.03075473,0.020737775,0.0108312375,1.0
0.472,0.23279200000000003,0.08565291749155406,0.11187126,0.03038067,0.020472294999999998,0.0106716275,1.0
0.473,0.23333300000000004,0.08607952688223103,0.1140773,0.03113362,0.02097847,0.010963724999999999,1.0
0.474,0.233874,0.08650236729899101,0.11302219,0.03077214,0.020717819999999998,0.010795989999999998,1.0
0.475,0.234415,0.0869295995620509,0.11285437,0.03069653,0.020667565,0.0107659925,1.0
0.476,0.23495600000000003,0.08735925154048374,0.11499782,0.03141823,0.021158635,0.011046797499999999,1.0
0.477,0.23549700000000004,0.08778949648795037,0.11589515,0.03172174,0.02135823,0.011156095,1.0
0.478,0.236038,0.08822101131046782,0.1162931,0.03187492,0.02143915,0.011187455,1.0
0.479,0.236579,0.08865401760416484,0.11614867,0.03182555,0.021392605000000002,0.0111512225,1.0
0.48,0.23712000000000003,0.0890883998087583,0.11475997,0.03133953,0.021055024999999998,0.010950802499999999,1.0
0.481,0.237614,0.08952853834382658,0.11530796,0.03139345,0.021176605,0.0110679725,1.0
0.482,0.238108,0.0899633190835635,0.11787778,0.03239545,0.021762945,0.0113487225,1.0
0.483,0.238602,0.09040254313066584,0.11692215,0.03208076,0.02152425,0.011194415000000001,1.0
0.484,0.239096,0.09084373568970387,0.11779003,0.03234438,0.021716449999999998,0.011310714999999999,1.0
0.485,0.23959,0.09128614757617481,0.1182873,0.0325286,0.021820199999999998,0.01135605,1.0
0.486,0.240084,0.09173121457815082,0.11989993,0.03308852,0.022187850000000002,0.011558625000000001,1.0
0.487,0.240578,0.09217642830972769,0.11923037,0.03285528,0.02201647,0.011450745,1.0
0.488,0.241072,0.09262409902558896,0.11946961,0.0328943,0.0220612,0.01148416,1.0
0.489,0.241566,0.09307447921991288,0.12145083,0.03362307,0.022514834999999997,0.011719817499999998,1.0
0.49,0.24206,0.09353191051368903,0.12484258,0.03474114,0.023312399999999997,0.012200959999999999,1.0
0.491,0.242554,0.0939760257472391,0.12096264,0.03343808,0.02237347,0.011624625,1.0
0.492,0.24304800000000001,0.09443073822763037,0.12230488,0.03390465,0.022677805000000002,0.0117908925,1.0
0.493,0.243542,0.09488672037410241,0.12305309,0.03412924,0.02284319,0.011891905,1.0
0.494,0.244036,0.09534308911282575,0.12266937,0.03402167,0.022737914999999997,0.0118099175,1.0
0.495,0.24453000000000003,0.0958015934962583,0.12181146,0.03370923,0.022522465,0.0116829225,1.0
0.496,0.24502400000000002,0.09626193383869461,0.12252922,0.03396118,0.02267888,0.011761009999999999,1.0
0.497,0.24551800000000001,0.09672430195497857,0.12294407,0.03406795,0.022764725,0.0118163225,1.0
0.498,0.246012,0.0971880613092967,0.12400848,0.03448268,0.02300268,0.01192632,1.0
0.499,0.24650600000000003,0.09765396011575078,0.12508932,0.03484433,0.023246074999999998,0.0120631175,1.0
0.5,0.24700000000000003,0.09812080466468892,0.12487929,0.03475866,0.02318319,0.012021745,1.0
0.501,0.2456498406950567,0.09858418101305769,0.12620911,0.03514934,0.023448590000000002,0.012161585,1.0
0.502,0.2442996813901135,0.09903854750995289,0.12845874,0.03584886,0.02393417,0.012434765,1.0
0.503,0.24294952208517018,0.09948242283106186,0.12677013,0.03519024,0.02348295,0.012158674999999999,1.0
0.504,0.24159936278022698,0.09991905064904619,0.13151794,0.03683616,0.02456239,0.012745285,1.0
0.505,0.24024920347528367,0.10034331259971435,0.13003314,0.03618168,0.02415894,0.0125222,1.0
0.506,0.23889904417034047,0.10075976005763879,0.13146024,0.03659425,0.024449625000000003,0.012681922500000001,1.0
0.507,0.23754888486539716,0.1011669220856852,0.13267831,0.03694135,0.024690774999999998,0.0128106675,1.0
0.508,0.23619872556045396,0.1015647921027843,0.13461951,0.0375538,0.02510525,0.013035975,1.0
0.509,0.23484856625551065,0.10195294437716716,0.13609836,0.037974,0.02541038,0.01320675,1.0
0.51,0.23349840695056745,0.10233195039443337,0.13585604,0.0378141,0.025302690000000003,0.013131195000000002,1.0
0.511,0.23198441995377825,0.10269018620494763,0.13818054,0.03854182,0.025807919999999998,0.01341329,1.0
0.512,0.2304915642591515,0.10303910874752926,0.1407106,0.03936739,0.026364625000000003,0.013714832500000001,1.0
0.513,0.2290191076393112,0.10337799939717977,0.14194224,0.03970329,0.026610415000000002,0.0138512475,1.0
0.514,0.22756635946819545,0.10370706631172807,0.142711,0.03989374,0.026744329999999997,0.013914804999999999,1.0
0.515,0.22613266748477637,0.1040278064814982,0.14425261,0.04039204,0.027065489999999998,0.014074574999999999,1.0
0.516,0.22471741487355776,0.10433898129831146,0.14483374,0.04046765,0.027156865000000002,0.014135122500000001,1.0
0.517,0.2233200176245856,0.10464331837010357,0.14758594,0.04139066,0.027774640000000003,0.014468000000000002,1.0
0.518,0.22193992214117472,0.10493683710492627,0.14727214,0.04117061,0.027648725000000002,0.0143949325,1.0
0.519,0.2205766030673395,0.10522312657777716,0.14801367,0.04134752,0.02777968,0.014459620000000001,1.0
0.52,0.21922956131083035,0.10550200410081476,0.14925037,0.04171013,0.028031685,0.0145913725,1.0
0.521,0.21789832224066144,0.10577787390192697,0.14525197,0.040209,0.02701639,0.014007085,1.0
0.522,0.2165824340406631,0.106037014327974,0.15093591,0.04213175,0.028346635000000002,0.014757397500000002,1.0
0.523,0.21528146620286182,0.10629385033707142,0.15236662,0.04255543,0.028648754999999998,0.014922707499999998,1.0
0.524,0.21399500814644312,0.10654352491487229,0.15328905,0.04283426,0.028826249999999998,0.015002205,1.0
0.525,0.21272266794973158,0.10678720986272741,0.15473786,0.04324073,0.029135704999999998,0.015185162499999998,1.0
0.526,0.21146407118408647,0.1070228925596518,0.15552133,0.04340919,0.029282305,0.0152686825,1.0
0.527,0.21021885983987562,0.10725188995826898,0.15546508,0.04333693,0.029221565,0.015213022500000001,1.0
0.528,0.2089866913357921,0.10747874370526045,0.15881116,0.04443764,0.030000409999999998,0.015656865,1.0
0.529,0.20776723760374402,0.10769270214531407,0.1574747,0.0438701,0.02962547,0.015436535000000001,1.0
0.53,0.20656018424238665,0.10790345918687691,0.15687748,0.0436148,0.02943341,0.015302815,1.0
0.531,0.20536522973310717,0.10810868717920089,0.15823866,0.04400098,0.02972423,0.015468705000000001,1.0
0.532,0.2041820847129191,0.10830826052564066,0.1593799,0.04432241,0.029961605,0.015599262499999999,1.0
0.533,0.2030104712992996,0.10850283275666193,0.15785242,0.04368061,0.029544625,0.015360762500000001,1.0
0.534,0.20185012246250175,0.10869246104197516,0.16254976,0.04531344,0.03065657,0.015973815,1.0
